,Unnamed: 0_x,person_id,arrest_id_x,charge_degree,offense_category,arrest_date_event,Unnamed: 0_y,arrest_id_y,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year,pred_lr,pred_dt
2775,1252,84410,5974264,felony,drug,2017-03-24,517,5974264,42.84109589041096,F,Black,2017-03-24,1,0.0,0,0,0
6322,5561,2934014,7357128,misdemeanor,other,2016-03-13,674,7357128,27.756164383561643,F,White,2016-03-13,0,0.0,0,0,0
4629,820,932315,5835409,felony,drug,2017-04-27,870,6386392,22.084931506849315,M,Black,2016-11-26,0,0.0,3,0,0
2533,4468,79024,2637964,misdemeanor,property,2018-11-26,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0,0,0
965,2517,27924,6822812,misdemeanor,property,2016-07-21,302,6822812,20.48219178082192,M,White,2016-07-21,0,0.0,0,0,0
6167,1503,2401549,5936791,misdemeanor,violent,2017-04-02,188,5936791,50.57808219178082,M,mixed,2017-04-02,0,0.0,0,0,0
1790,927,57776,7308318,misdemeanor,violent,2016-03-25,500,7308318,21.936986301369863,M,Black,2016-03-25,0,0.0,1,0,0
2195,2116,70259,1484051,misdemeanor,other,2019-06-09,565,2747588,23.843835616438355,M,mixed,2018-11-03,0,0.0,0,0,0
5265,5863,1113857,6450648,misdemeanor,other,2016-11-10,248,7004850,36.29041095890411,M,White,2016-05-29,0,0.0,0,0,0
6182,5880,2456906,6196462,felony,other,2017-01-26,728,6639316,22.794520547945204,F,White,2016-09-14,1,1.0,0,0,0
2675,4894,82486,4696998,felony,violent,2017-12-04,186,5256465,25.63013698630137,M,Black,2017-09-01,0,0.0,3,0,0
1263,5876,43443,8382072,misdemeanor,other,2015-05-04,378,5150392,20.756164383561643,M,Black,2017-09-20,0,0.0,1,0,0
3583,6168,277226,3614608,misdemeanor,other,2018-06-12,622,3614608,41.95890410958904,M,mixed,2018-06-12,0,0.0,0,0,0
4967,5367,1052139,6537189,misdemeanor,other,2016-10-14,891,6537189,48.367123287671234,M,White,2016-10-14,0,0.0,0,0,0
4861,5818,1004917,11104353,felony,violent,2012-10-19,22,7465428,30.432876712328767,F,Black,2016-02-14,1,0.0,0,0,0
6359,4045,3074655,6891149,misdemeanor,property,2016-07-04,723,6891149,58.4,M,Asian,2016-07-04,0,0.0,0,0,0
3221,6067,122092,2547343,misdemeanor,property,2018-12-13,442,2547343,45.96986301369863,M,mixed,2018-12-13,0,0.0,0,0,0
3451,6026,235947,5708597,misdemeanor,property,2017-05-29,166,5708597,24.61917808219178,M,,2017-05-29,0,0.0,0,0,0
1898,5324,63048,6164603,misdemeanor,drug,2017-02-03,631,6194431,26.27671232876712,F,White,2017-01-26,0,0.0,0,0,0
5579,2838,1301492,8681533,felony,property,2015-01-29,910,4810567,26.76438356164384,M,Black,2017-11-16,0,0.0,1,0,0
5161,3379,1072559,6050646,misdemeanor,property,2017-03-03,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
699,2569,25238,6595530,misdemeanor,violent,2016-09-26,595,6595530,20.353424657534248,M,White,2016-09-26,0,0.0,0,0,0
2898,5988,91690,8996455,misdemeanor,other,2014-10-07,952,5883395,25.66575342465753,M,Black,2017-04-17,0,0.0,0,0,0
2409,5558,76733,6457012,misdemeanor,other,2016-11-08,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0,0,0
2680,896,82604,9862061,misdemeanor,drug,2013-12-25,129,2576292,34.865753424657534,M,Black,2018-12-07,0,0.0,2,0,0
1224,2285,41991,6683639,misdemeanor,other,2016-08-31,563,6778366,24.93972602739726,M,White,2016-08-05,0,0.0,4,0,0
589,4523,21493,12005459,misdemeanor,drug,2018-02-20,358,2652491,24.136986301369863,M,White,2018-11-23,0,0.0,0,0,0
4645,4899,935128,4990459,misdemeanor,other,2017-10-18,375,6156149,48.56712328767123,F,Black,2017-02-06,0,0.0,0,0,0
4827,1249,1000104,5687554,misdemeanor,property,2017-06-02,701,5327849,24.931506849315067,M,Black,2017-08-20,0,0.0,0,0,0
3259,4160,145687,6183350,misdemeanor,property,2017-01-30,817,6183350,38.347945205479455,M,Asian,2017-01-30,0,0.0,0,0,0
3044,3828,92826,9655744,misdemeanor,other,2014-03-08,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0,0,0
6495,4192,3474214,10558990,misdemeanor,drug,2013-05-06,132,5585491,43.2027397260274,M,Black,2017-06-27,0,0.0,0,0,0
2894,3730,91690,6037971,misdemeanor,property,2017-03-07,952,5883395,25.66575342465753,M,Black,2017-04-17,0,0.0,0,0,0
3973,338,404843,9591595,misdemeanor,property,2014-03-29,322,3550258,32.032876712328765,M,mixed,2018-06-23,0,0.0,0,0,0
2929,3950,91883,4067151,misdemeanor,property,2020-08-05,903,7408614,25.14246575342466,F,Black,2016-02-27,0,0.0,0,0,0
3167,3804,106675,11349816,misdemeanor,drug,2012-07-27,292,6671035,23.64109589041096,M,Black,2016-09-05,0,0.0,0,0,0
268,4411,10071,9003414,misdemeanor,other,2014-10-03,967,5792197,21.95890410958904,M,Black,2017-05-09,0,0.0,1,0,0
649,2335,24750,10316865,misdemeanor,other,2013-07-29,313,2586870,35.0958904109589,M,White,2018-12-06,0,0.0,0,0,0
4440,5519,884830,4216734,misdemeanor,drug,2018-03-08,469,3249757,26.75068493150685,M,Black,2018-07-31,0,0.0,0,0,0
2834,5099,85806,350218,misdemeanor,violent,2020-01-22,14,6816869,30.0986301369863,M,White,2016-07-23,0,0.0,0,0,0
1285,4790,44351,5735348,misdemeanor,other,2017-05-24,262,4130120,27.8054794520548,F,Black,2018-03-24,0,0.0,0,0,0
5523,4460,1281927,3451139,misdemeanor,other,2018-07-12,458,3451139,19.22739726027397,M,White,2018-07-12,0,0.0,0,0,0
3142,5030,101770,9539633,misdemeanor,drug,2014-04-16,354,5351996,26.92602739726028,F,,2017-08-15,0,0.0,0,0,0
3856,4559,342986,3901109,felony,property,2018-04-19,427,3234875,50.80821917808219,M,Black,2018-08-02,0,0.0,2,0,0
2319,2798,74723,4839157,misdemeanor,drug,2017-11-12,593,4502652,33.131506849315066,M,White,2018-01-16,0,0.0,0,0,0
879,6479,27249,2733803,misdemeanor,other,2018-11-07,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3,0,0
5759,4484,1439871,7151248,misdemeanor,other,2016-05-08,835,7030740,30.698630136986303,M,White,2016-05-20,0,0.0,0,0,0
4208,3849,667567,8399320,misdemeanor,property,2015-04-27,192,6835425,50.54246575342466,M,Black,2016-07-18,0,0.0,0,0,0
552,5653,19918,10922711,misdemeanor,other,2012-12-24,562,2977729,27.96712328767123,M,White,2018-09-22,0,0.0,0,0,0
5339,5118,1127005,2981394,misdemeanor,other,2018-09-21,234,3052452,52.342465753424655,M,White,2018-09-08,0,0.0,0,0,0
196,4798,8778,5601446,felony,drug,2017-06-22,827,7307141,34.32876712328767,M,Black,2016-03-26,1,0.0,3,0,0
3626,3848,316053,8437202,felony,violent,2015-04-16,353,5560634,41.33698630136986,F,White,2017-07-03,0,0.0,0,0,0
4684,5186,953314,5373998,misdemeanor,other,2017-08-10,800,5373998,23.87123287671233,M,White,2017-08-10,0,0.0,0,0,0
2564,3272,80009,6688760,felony,property,2016-08-30,312,6688760,32.86027397260274,M,,2016-08-30,1,0.0,2,0,0
4368,5893,847667,383385,misdemeanor,property,2020-01-16,569,5564259,32.27945205479452,F,Black,2017-07-03,0,0.0,0,0,0
2469,112,78786,11956844,misdemeanor,property,2016-11-04,479,6645202,24.15068493150685,M,White,2016-09-12,0,0.0,2,0,0
1960,6,65387,3874241,misdemeanor,other,2018-04-24,392,7194627,18.813698630136987,M,Black,2016-04-26,0,0.0,0,0,0
489,2703,15353,2007108,misdemeanor,property,2019-03-25,560,3039691,34.391780821917806,F,White,2018-09-11,0,0.0,3,0,0
2064,486,67939,1237009,misdemeanor,property,2019-07-25,707,5475688,60.42191780821918,M,Black,2017-07-21,0,0.0,0,0,0
1981,516,65745,13654150,misdemeanor,property,2012-10-22,954,2673805,27.67945205479452,M,White,2018-11-19,0,0.0,0,0,0
3317,2573,192488,6503549,felony,violent,2016-10-24,320,6503549,27.32054794520548,F,Black,2016-10-24,1,0.0,1,0,0
3841,328,342694,4929704,misdemeanor,violent,2020-09-01,465,6486630,19.843835616438355,F,White,2016-10-29,0,0.0,0,0,0
130,995,5400,4558833,misdemeanor,violent,2018-01-03,642,4292218,27.21917808219178,M,Black,2018-02-22,0,0.0,0,0,0
1972,3923,65387,6179507,misdemeanor,other,2017-01-31,392,7194627,18.813698630136987,M,Black,2016-04-26,0,0.0,0,0,0
1110,4250,33633,5876582,misdemeanor,property,2017-04-18,169,6995174,18.2986301369863,M,mixed,2016-06-01,0,0.0,0,0,0
349,5078,13178,642598,misdemeanor,drug,2019-11-21,363,6641052,20.01095890410959,M,Black,2016-09-13,0,0.0,5,0,0
6490,6416,3462861,6344531,misdemeanor,other,2016-12-13,92,6676950,71.27123287671233,M,Black,2016-09-02,0,0.0,0,0,0
1430,792,49237,6341012,misdemeanor,violent,2016-12-13,96,6507127,20.09041095890411,M,Black,2016-10-22,0,0.0,0,0,0
5187,5935,1072559,5972108,misdemeanor,other,2017-03-26,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
6183,41,2497431,7792027,misdemeanor,drug,2015-11-04,238,6192743,18.84931506849315,M,Black,2017-01-27,0,0.0,2,0,0
4343,5756,844881,6324751,misdemeanor,other,2016-12-19,938,2939914,22.983561643835618,M,White,2018-09-30,0,0.0,0,0,0
3556,6054,262806,2491948,misdemeanor,property,2018-12-26,32,2491948,60.84931506849315,M,Black,2018-12-26,0,0.0,0,0,0
570,2880,21406,6056979,misdemeanor,property,2020-09-22,450,5590253,19.052054794520547,M,White,2017-06-26,0,0.0,0,0,0
2002,5242,65964,8864781,felony,property,2020-11-25,229,6725060,24.34794520547945,M,Black,2016-08-20,1,1.0,1,0,0
2453,5640,77608,6069561,felony,drug,2017-02-27,934,4613060,36.35890410958904,F,White,2017-12-20,1,0.0,1,0,0
2378,2853,75570,6277837,misdemeanor,drug,2017-01-04,677,4741552,26.2027397260274,M,White,2017-11-28,0,0.0,0,0,0
5233,5966,1107929,463361,felony,property,2019-12-30,650,4290696,49.46849315068493,F,White,2018-02-23,0,1.0,0,0,0
4240,4043,720250,8378024,misdemeanor,property,2015-05-05,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1,0,0
1521,5429,51323,5697480,misdemeanor,other,2017-05-31,811,4837325,32.26027397260274,M,White,2017-11-13,0,0.0,0,0,0
2672,4393,82486,3916562,felony,violent,2018-04-17,186,5256465,25.63013698630137,M,Black,2017-09-01,1,1.0,3,0,1
2811,929,85446,6491196,misdemeanor,drug,2016-10-27,778,6604737,18.117808219178084,M,Black,2016-09-22,0,0.0,2,0,0
2298,5621,74595,2115113,misdemeanor,drug,2019-03-07,148,2568623,38.24109589041096,M,Black,2018-12-10,0,0.0,0,0,0
6290,2439,2852268,5941513,misdemeanor,violent,2017-03-31,776,5941513,28.863013698630137,M,Black,2017-03-31,0,0.0,0,0,0
5886,1612,1557971,5344015,misdemeanor,property,2017-08-16,546,6545079,43.106849315068494,M,Black,2016-10-12,0,0.0,0,0,0
6155,2800,2293944,5843570,misdemeanor,property,2017-04-26,555,5847419,38.96712328767124,M,Other,2017-04-25,0,0.0,0,0,0
6233,5868,2559192,815690,misdemeanor,other,2019-10-16,694,6055237,65.05205479452054,M,Black,2017-03-02,0,0.0,0,0,0
4012,2170,456897,8114143,misdemeanor,property,2015-07-28,930,6649145,24.86027397260274,M,Black,2016-09-11,0,0.0,0,0,0
6037,2071,1782791,8201876,misdemeanor,violent,2015-07-02,397,7055804,20.435616438356163,M,Black,2016-05-14,0,0.0,0,0,0
5169,5902,1072559,10571815,misdemeanor,other,2013-05-01,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
3705,3976,323098,9860467,misdemeanor,property,2013-12-26,127,5801992,31.42465753424657,M,Black,2017-05-07,0,0.0,0,0,0
1265,3410,43838,4738797,misdemeanor,violent,2017-11-29,34,4301105,25.852054794520548,M,Black,2018-02-21,0,0.0,1,0,0
4541,4777,911310,7154546,misdemeanor,drug,2016-05-06,711,7364521,44.536986301369865,M,Black,2016-03-10,0,0.0,0,0,0
2451,5541,77608,3966313,misdemeanor,property,2018-04-10,934,4613060,36.35890410958904,F,White,2017-12-20,0,0.0,1,0,0
4695,4783,960754,5765645,felony,drug,2017-05-16,862,7408280,23.98630136986301,M,Black,2016-02-27,0,1.0,0,0,0
4068,2282,531993,5736225,misdemeanor,property,2017-05-24,802,5598101,52.59178082191781,M,White,2017-06-23,0,0.0,1,0,0
523,1543,17881,10494621,misdemeanor,drug,2013-05-28,753,4771776,31.526027397260275,M,Black,2017-11-21,0,0.0,2,0,0
602,2370,22194,10963663,misdemeanor,other,2012-12-09,820,4884956,37.95616438356164,F,White,2017-11-02,0,0.0,0,0,0
1079,4038,33016,10183853,misdemeanor,drug,2013-09-11,43,6443817,28.084931506849315,F,mixed,2016-11-13,0,0.0,0,0,0
2997,3584,92636,8399158,misdemeanor,property,2015-04-27,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0,0,0
4416,5956,861665,1983509,misdemeanor,drug,2019-03-29,333,5132759,34.63835616438356,M,Black,2017-09-23,0,0.0,0,0,0
856,4268,27249,3014200,misdemeanor,property,2018-09-16,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3,0,0
2491,225,78820,4003633,misdemeanor,violent,2018-04-03,899,4003633,34.16164383561644,F,White,2018-04-03,0,0.0,0,0,0
1068,4596,32779,8644215,misdemeanor,other,2015-02-05,261,6049457,27.38082191780822,M,Black,2017-03-03,0,0.0,1,0,0
3344,3696,207810,8144762,misdemeanor,violent,2015-07-19,511,3739546,27.51780821917808,M,Black,2018-05-20,0,0.0,0,0,0
3902,2196,349867,9259431,misdemeanor,drug,2014-07-11,676,6357251,23.82191780821918,F,White,2016-12-09,0,0.0,0,0,0
4322,6147,761620,2618133,felony,other,2018-11-30,151,2618132,23.616438356164384,M,Black,2018-11-30,0,0.0,0,0,0
1511,2986,51323,7145859,misdemeanor,property,2016-05-10,811,4837325,32.26027397260274,M,White,2017-11-13,0,0.0,0,0,0
2383,5552,75570,9600906,misdemeanor,drug,2014-03-26,677,4741552,26.2027397260274,M,White,2017-11-28,0,0.0,0,0,0
84,3058,3909,6249872,felony,property,2017-01-11,935,6370773,47.17260273972602,M,White,2016-12-01,1,0.0,3,0,0
534,831,19626,3964613,misdemeanor,violent,2018-04-10,263,4180689,21.15890410958904,F,mixed,2018-03-14,0,0.0,0,0,0
609,2410,22194,1199568,misdemeanor,property,2019-08-02,820,4884956,37.95616438356164,F,White,2017-11-02,0,0.0,0,0,0
2512,123,79024,11998282,misdemeanor,property,2018-01-18,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0,0,0
948,2605,27836,8315498,misdemeanor,violent,2015-05-25,576,6766557,36.69041095890411,M,White,2016-08-09,0,0.0,1,0,0
2740,768,83874,7962941,felony,property,2015-09-11,757,4159297,24.51506849315069,F,Black,2018-03-19,0,0.0,1,0,0
1223,2284,41991,6918833,misdemeanor,other,2016-06-24,563,6778366,24.93972602739726,M,White,2016-08-05,0,0.0,4,0,0
4936,1409,1026471,6341109,felony,drug,2016-12-13,197,5775568,21.797260273972604,M,Black,2017-05-14,1,0.0,1,0,0
4937,1415,1026471,5775568,felony,drug,2017-05-14,197,5775568,21.797260273972604,M,Black,2017-05-14,1,0.0,1,0,0
5476,3990,1241445,6090770,misdemeanor,property,2017-02-21,732,6213037,27.578082191780823,M,White,2017-01-21,0,0.0,0,0,0
665,5395,24750,4478288,misdemeanor,drug,2018-01-20,313,2586870,35.0958904109589,M,White,2018-12-06,0,0.0,0,0,0
1563,4708,51576,8551568,misdemeanor,other,2015-03-11,159,3138306,52.04657534246575,M,Black,2018-08-23,0,0.0,1,0,0
5779,6305,1460821,3682942,misdemeanor,other,2018-05-30,244,3682942,23.68493150684932,M,mixed,2018-05-30,0,0.0,0,0,0
4919,598,1023093,1991202,misdemeanor,violent,2019-03-27,64,3493710,18.852054794520548,M,Black,2018-07-04,0,0.0,0,0,0
3531,6050,255887,3404410,misdemeanor,property,2018-07-19,201,3404410,55.59452054794521,M,Black,2018-07-19,0,0.0,0,0,0
2693,4877,82604,8108988,misdemeanor,other,2015-07-29,129,2576292,34.865753424657534,M,Black,2018-12-07,0,0.0,2,0,0
1350,5360,46101,6328395,misdemeanor,other,2016-12-16,585,2788963,46.00547945205479,M,White,2018-10-29,0,0.0,0,0,0
6115,570,2143682,7292363,misdemeanor,violent,2016-03-30,646,5014497,54.484931506849314,M,White,2017-10-14,0,0.0,0,0,0
849,4208,27249,9492158,misdemeanor,drug,2014-05-02,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3,0,0
1177,4101,36799,11233900,felony,drug,2012-09-05,973,2816767,33.8986301369863,M,Black,2018-10-23,0,0.0,0,0,0
1109,4172,33633,1768125,misdemeanor,property,2020-06-05,169,6995174,18.2986301369863,M,mixed,2016-06-01,0,0.0,0,0,0
940,6075,27785,604392,misdemeanor,property,2019-11-29,69,4280859,19.4,M,Black,2018-02-26,0,0.0,1,0,0
1401,667,48080,3685808,felony,property,2018-05-29,512,6445341,38.95890410958904,M,Black,2016-11-11,0,0.0,0,0,0
2655,6338,82063,6471124,misdemeanor,other,2016-11-03,352,6471124,26.175342465753424,M,Black,2016-11-03,0,0.0,0,0,0
5341,5120,1127005,3246697,misdemeanor,other,2018-07-31,234,3052452,52.342465753424655,M,White,2018-09-08,0,0.0,0,0,0
431,215,14836,5627332,misdemeanor,violent,2017-06-18,773,5627332,26.013698630136982,M,White,2017-06-18,0,0.0,0,0,0
4232,3877,709771,6515921,misdemeanor,drug,2016-10-20,327,6515921,24.68219178082192,M,Black,2016-10-20,0,0.0,0,0,0
6132,2709,2248903,5610687,misdemeanor,property,2017-06-20,913,7276076,33.21095890410959,M,White,2016-04-04,0,0.0,0,0,0
3567,3941,265085,585642,misdemeanor,drug,2019-12-03,541,3232676,43.10410958904109,M,Black,2018-08-03,0,0.0,0,0,0
4858,965,1004445,6288988,misdemeanor,violent,2017-01-01,100,6288988,26.410958904109588,F,Black,2017-01-01,0,0.0,0,0,0
1492,804,50867,5059273,felony,violent,2017-10-05,944,5473408,20.72876712328767,M,Black,2017-07-21,1,0.0,1,0,0
5876,1429,1543625,3940404,misdemeanor,violent,2018-04-14,441,4283852,56.85753424657534,M,Black,2018-02-25,0,0.0,0,0,0
6028,2098,1779141,7659498,misdemeanor,violent,2015-12-13,998,7500144,61.42191780821918,M,White,2016-02-05,0,0.0,0,0,0
4892,1930,1009164,3848582,misdemeanor,property,2018-04-30,804,7293010,26.153424657534245,M,Black,2016-03-30,0,0.0,0,0,0
5234,3084,1111687,28253965,misdemeanor,other,2012-02-09,950,5936371,33.51780821917808,M,White,2017-04-03,0,0.0,0,0,0
3324,3673,198393,9850524,misdemeanor,violent,2013-12-29,765,5083273,27.68219178082192,M,Black,2017-10-02,0,0.0,0,0,0
3056,3946,92826,978959,misdemeanor,other,2019-09-14,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0,0,0
3766,4619,336042,11441084,misdemeanor,other,2012-06-24,610,5170311,55.30684931506849,M,White,2017-09-15,0,0.0,0,0,0
3307,49,184900,6820431,felony,violent,2016-07-22,554,7157228,24.46849315068493,M,Black,2016-05-06,0,0.0,0,0,0
3414,3517,229544,5997738,misdemeanor,other,2017-03-18,249,5997738,18.65753424657534,M,mixed,2017-03-18,0,0.0,0,0,0
6448,3369,3352613,6944237,misdemeanor,property,2016-06-16,93,6944236,18.4027397260274,M,Black,2016-06-16,0,0.0,0,0,0
626,2420,23004,6445973,misdemeanor,property,2016-11-11,103,5232450,55.75890410958904,M,White,2017-09-07,0,0.0,0,0,0
2780,5117,84410,2585642,misdemeanor,property,2018-12-06,517,5974264,42.84109589041096,F,Black,2017-03-24,0,0.0,0,0,0
585,167,21493,2652491,misdemeanor,violent,2018-11-23,358,2652491,24.136986301369863,M,White,2018-11-23,0,0.0,0,0,0
5405,5183,1135351,6837322,misdemeanor,other,2016-07-16,351,6837322,54.824657534246576,M,White,2016-07-16,0,0.0,0,0,0
2891,3629,91690,5996761,misdemeanor,property,2017-03-19,952,5883395,25.66575342465753,M,Black,2017-04-17,0,0.0,0,0,0
2076,3661,67939,11140088,misdemeanor,property,2012-10-07,707,5475688,60.42191780821918,M,Black,2017-07-21,0,0.0,0,0,0
2091,500,68785,5998530,felony,violent,2017-03-17,154,6074502,39.4027397260274,,Black,2017-02-24,1,0.0,2,0,0
3570,6158,265085,2818124,misdemeanor,property,2018-10-23,541,3232676,43.10410958904109,M,Black,2018-08-03,0,0.0,0,0,0
194,1976,8778,7307141,felony,violent,2016-03-26,827,7307141,34.32876712328767,M,Black,2016-03-26,1,0.0,3,0,0
5941,5799,1609935,5397574,misdemeanor,other,2017-08-07,406,7395386,41.40547945205479,,,2016-03-02,0,0.0,0,0,0
3795,411,339988,8390645,misdemeanor,other,2015-04-29,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0,0,0
3157,3671,103801,10881298,misdemeanor,violent,2013-01-11,997,7470210,22.88219178082192,M,Black,2016-02-12,0,0.0,0,0,0
5096,166,1065214,3854593,misdemeanor,violent,2018-04-27,955,12006021,35.41917808219178,F,White,2018-04-27,0,0.0,0,0,0
3566,3932,265085,5972032,misdemeanor,other,2017-03-26,541,3232676,43.10410958904109,M,Black,2018-08-03,0,0.0,0,0,0
3689,4537,320960,7970645,misdemeanor,other,2015-09-09,831,7234710,29.51780821917808,M,White,2016-04-14,0,0.0,0,0,0
5940,5798,1609935,5397573,misdemeanor,violent,2017-08-07,406,7395386,41.40547945205479,,,2016-03-02,0,0.0,0,0,0
5772,2886,1448386,11548168,misdemeanor,property,2012-05-21,1,5958672,44.989041095890414,M,Black,2017-03-29,0,0.0,0,0,0
2868,3628,91481,6210458,misdemeanor,property,2017-01-23,117,4650173,21.28219178082192,M,Black,2017-12-13,0,0.0,0,0,0
6119,589,2154819,3013581,misdemeanor,violent,2018-09-16,889,3013581,58.61369863013699,F,White,2018-09-16,0,0.0,0,0,0
4339,3043,844881,2939914,misdemeanor,violent,2018-09-30,938,2939914,22.983561643835618,M,White,2018-09-30,0,0.0,0,0,0
4849,1871,1002535,3740196,misdemeanor,property,2018-05-19,388,5559287,23.715068493150685,M,Black,2017-07-04,0,0.0,0,0,0
3346,3763,207810,4514956,misdemeanor,violent,2018-01-13,511,3739546,27.51780821917808,M,Black,2018-05-20,0,0.0,0,0,0
3675,609,320631,257568,misdemeanor,property,2020-02-10,996,6305418,31.63013698630137,M,Black,2016-12-23,0,0.0,0,0,0
6049,5277,1799436,5754726,felony,drug,2017-05-19,336,5754726,21.36712328767124,M,White,2017-05-19,0,0.0,1,0,0
5696,4149,1337603,6591677,misdemeanor,property,2016-09-27,763,7000981,24.95068493150685,F,mixed,2016-05-31,0,0.0,0,0,0
6325,5564,2934116,6598254,misdemeanor,other,2016-09-25,296,6598254,37.6958904109589,M,White,2016-09-25,0,0.0,0,0,0
12,734,2003,10122626,misdemeanor,drug,2013-10-01,325,3551844,53.465753424657535,M,Black,2018-06-22,0,0.0,0,0,0
6157,2803,2293944,5852991,misdemeanor,property,2017-04-23,555,5847419,38.96712328767124,M,Other,2017-04-25,0,0.0,0,0,0
2662,1389,82277,6469558,felony,drug,2016-11-03,725,7591971,30.315068493150687,M,Black,2016-01-06,0,0.0,1,0,0
3940,1620,358578,2511968,felony,violent,2018-12-19,423,2511968,38.64109589041096,M,,2018-12-19,0,0.0,2,0,0
4493,1571,909864,7768700,felony,drug,2015-11-11,80,6892870,22.273972602739725,M,Black,2016-07-02,1,0.0,0,0,0
1170,5570,35652,4736085,misdemeanor,drug,2017-11-29,58,5268378,39.21369863013699,F,White,2017-08-31,0,0.0,0,0,0
3590,6078,300361,2149383,felony,property,2019-03-01,391,2563302,25.852054794520548,M,Black,2018-12-11,1,0.0,0,0,0
1979,475,65745,2904867,felony,violent,2018-10-05,954,2673805,27.67945205479452,M,White,2018-11-19,1,0.0,0,0,0
5679,2249,1309509,6632821,misdemeanor,property,2016-09-15,754,2495644,31.46849315068493,M,White,2018-12-24,0,0.0,0,0,0
532,5045,17881,4852352,misdemeanor,drug,2017-11-08,753,4771776,31.526027397260275,M,Black,2017-11-21,0,0.0,2,0,0
5702,3991,1348192,5474682,misdemeanor,property,2017-07-21,966,5474682,19.54520547945205,M,Black,2017-07-21,0,0.0,0,0,0
5809,1829,1499514,5731261,misdemeanor,violent,2017-05-25,758,3892526,37.345205479452055,F,Asian,2018-04-21,0,0.0,0,0,0
4908,1260,1014195,2576007,misdemeanor,drug,2018-12-07,414,2573195,30.80821917808219,F,mixed,2018-12-08,0,0.0,0,0,0
1605,438,55112,7200043,felony,drug,2016-04-23,225,7200043,46.46849315068493,M,White,2016-04-23,1,0.0,0,0,0
1892,2925,63048,5513323,misdemeanor,drug,2017-07-13,631,6194431,26.27671232876712,F,White,2017-01-26,0,0.0,0,0,0
5930,5744,1609935,586032,misdemeanor,other,2019-12-03,406,7395386,41.40547945205479,,,2016-03-02,0,0.0,0,0,0
495,5807,15353,2149811,misdemeanor,property,2019-03-01,560,3039691,34.391780821917806,F,White,2018-09-11,0,0.0,3,0,0
2062,354,67939,5901499,misdemeanor,property,2017-04-11,707,5475688,60.42191780821918,M,Black,2017-07-21,0,0.0,0,0,0
1748,1184,57265,6540297,misdemeanor,property,2016-10-13,116,5435848,31.40821917808219,M,Black,2017-07-29,0,0.0,0,0,0
402,65,14780,6487251,misdemeanor,drug,2016-10-28,175,11966928,22.197260273972603,M,White,2016-04-12,0,0.0,1,0,0
5541,5101,1292211,2858541,misdemeanor,drug,2018-10-15,717,4460552,21.145205479452056,M,Black,2018-01-23,0,0.0,1,0,0
4835,1310,1000558,8434437,misdemeanor,drug,2015-04-16,497,5049840,36.57808219178082,M,mixed,2017-10-08,0,0.0,0,0,0
1723,4817,56946,1531304,felony,drug,2019-05-30,786,5140950,38.2027397260274,M,Black,2017-09-21,1,0.0,0,0,0
176,1408,8089,6340797,felony,drug,2016-12-13,586,4652942,22.35890410958904,M,Black,2017-12-12,0,0.0,0,0,0
5501,6266,1253737,3537845,misdemeanor,other,2018-06-26,582,2725809,44.03013698630137,M,White,2018-11-08,0,0.0,0,0,0
5245,3208,1111687,5550829,misdemeanor,other,2020-09-14,950,5936371,33.51780821917808,M,White,2017-04-03,0,0.0,0,0,0
692,4427,25110,3668865,felony,drug,2018-06-01,449,3787339,22.95616438356164,M,Black,2018-05-10,1,1.0,2,0,0
4225,51,704623,7556077,misdemeanor,other,2016-01-15,185,4153597,33.53150684931507,M,Black,2018-03-20,0,0.0,0,0,0
6492,6426,3462861,7350683,misdemeanor,other,2016-03-15,92,6676950,71.27123287671233,M,Black,2016-09-02,0,0.0,0,0,0
3215,5973,121540,10620535,misdemeanor,property,2013-04-15,430,6936297,22.23013698630137,M,Black,2016-06-17,0,0.0,0,0,0
2425,2744,77082,3569809,misdemeanor,violent,2018-06-21,356,6537617,29.134246575342463,M,White,2016-10-14,0,0.0,0,0,0
5607,2849,1306011,7193530,felony,property,2016-04-26,447,7193530,59.12054794520548,M,White,2016-04-26,1,0.0,2,0,0
5345,5126,1127005,1114820,misdemeanor,other,2019-08-19,234,3052452,52.342465753424655,M,White,2018-09-08,0,0.0,0,0,0
3614,3843,311707,8822956,misdemeanor,drug,2014-12-09,641,6106630,35.1945205479452,M,Black,2017-02-16,0,0.0,0,0,0
