,Unnamed: 0_x,person_id,arrest_id_x,charge_degree,offense_category,arrest_date_event,Unnamed: 0_y,arrest_id_y,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year,pred_lr,pred_dt
4243,4088,720250,3058464,misdemeanor,violent,2018-09-07,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1,0,0
1491,23,50867,5473408,felony,violent,2017-07-21,944,5473408,20.72876712328767,M,Black,2017-07-21,0,0.0,1,0,0
5736,5882,1431898,5547472,misdemeanor,drug,2017-07-06,859,5342043,57.12054794520548,M,Black,2017-08-17,0,0.0,0,0,0
3190,3421,115414,10723577,misdemeanor,property,2013-03-09,557,2907915,26.78356164383561,M,,2018-10-05,0,0.0,0,0,0
3873,329,344444,4906452,misdemeanor,property,2020-08-28,270,4865164,27.265753424657536,M,Black,2017-11-06,0,0.0,1,0,0
17,1880,2003,1407670,misdemeanor,property,2019-06-24,325,3551844,53.465753424657535,M,Black,2018-06-22,0,0.0,0,0,0
1903,2960,63188,2403704,misdemeanor,drug,2019-01-12,990,5775746,18.78904109589041,M,Black,2017-05-14,0,0.0,0,0,0
2242,1907,72764,5749964,misdemeanor,property,2017-05-20,885,6163577,22.72054794520548,F,Black,2017-02-03,0,0.0,3,0,0
1565,5033,51576,9349493,misdemeanor,property,2014-06-12,159,3138306,52.04657534246575,M,Black,2018-08-23,0,0.0,1,0,0
6450,2645,3353632,7878824,misdemeanor,property,2015-10-09,738,7525705,24.649315068493152,M,Black,2016-01-28,0,0.0,0,0,0
216,4686,9003,11190498,misdemeanor,drug,2012-09-18,906,6872176,33.45753424657534,F,Black,2016-07-06,0,0.0,0,0,0
5135,3334,1072559,8518402,misdemeanor,property,2015-03-21,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
1585,2044,53703,1415417,felony,violent,2019-06-21,581,6648850,21.15068493150685,M,Black,2016-09-11,1,1.0,1,0,0
3335,3722,206779,6680947,felony,property,2016-09-01,578,6680947,24.076712328767123,M,Black,2016-09-01,1,0.0,0,0,0
3859,5089,342986,3265232,misdemeanor,property,2018-07-27,427,3234875,50.80821917808219,M,Black,2018-08-02,0,0.0,2,0,0
5147,3351,1072559,6250144,misdemeanor,property,2017-01-11,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
4649,1089,936434,10219166,misdemeanor,violent,2013-08-29,435,2864989,58.156164383561645,M,Black,2018-10-14,0,0.0,0,0,0
5939,5797,1609935,5397575,misdemeanor,other,2017-08-07,406,7395386,41.40547945205479,,,2016-03-02,0,0.0,0,0,0
2876,3499,91611,5546180,misdemeanor,property,2017-07-06,102,5490784,30.58082191780822,M,Black,2017-07-18,0,0.0,0,0,0
3872,324,344444,2150760,misdemeanor,property,2019-02-28,270,4865164,27.265753424657536,M,Black,2017-11-06,0,0.0,1,0,0
3836,4671,339988,10501721,misdemeanor,other,2013-05-25,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0,0,0
2156,2241,69474,1276602,misdemeanor,drug,2019-07-18,106,6460426,30.30958904109589,F,White,2016-11-07,0,0.0,0,0,0
1280,1618,44159,4537309,misdemeanor,drug,2018-01-09,531,4537309,38.42465753424658,M,Black,2018-01-09,0,0.0,0,0,0
5591,2748,1302621,11197670,misdemeanor,violent,2012-09-16,85,2907242,54.24657534246575,M,Black,2018-10-05,0,0.0,0,0,0
1441,743,49472,9003559,misdemeanor,drug,2014-10-03,119,7563566,32.298630136986304,M,Black,2016-01-14,0,0.0,0,0,0
5820,1886,1499946,6322340,misdemeanor,violent,2016-12-19,653,6322340,25.86849315068493,M,White,2016-12-19,0,0.0,1,0,0
6476,5497,3385400,7255596,misdemeanor,other,2016-04-09,44,7255596,48.52054794520548,M,Black,2016-04-09,0,0.0,0,0,0
1029,2598,29542,2311864,misdemeanor,drug,2019-01-30,881,4668826,28.698630136986303,F,White,2017-12-09,0,0.0,0,0,0
3488,6056,243705,2896502,misdemeanor,property,2018-10-09,481,6532455,18.654794520547945,M,Black,2016-10-17,0,0.0,1,0,0
3128,6126,98350,5759973,misdemeanor,other,2017-05-18,183,4251991,53.772602739726025,M,Black,2018-03-02,0,0.0,1,0,0
973,5443,27924,1259970,misdemeanor,other,2019-07-22,302,6822812,20.48219178082192,M,White,2016-07-21,0,0.0,0,0,0
2214,4811,71257,2315758,misdemeanor,drug,2019-01-29,630,2922536,33.32054794520548,M,Black,2018-10-02,0,0.0,0,0,0
2159,5318,69474,19588549,misdemeanor,other,2012-02-11,106,6460426,30.30958904109589,F,White,2016-11-07,0,0.0,0,0,0
3211,3564,115968,10592105,misdemeanor,other,2013-04-24,768,7003779,30.983561643835618,M,Black,2016-05-30,0,0.0,0,0,0
6484,4211,3462861,9615503,misdemeanor,drug,2014-03-21,92,6676950,71.27123287671233,M,Black,2016-09-02,0,0.0,0,0,0
5933,5779,1609935,10702903,misdemeanor,other,2013-03-16,406,7395386,41.40547945205479,,,2016-03-02,0,0.0,0,0,0
3013,5996,92636,8123298,misdemeanor,other,2015-07-25,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0,0,0
2075,3610,67939,7453915,misdemeanor,property,2016-02-18,707,5475688,60.42191780821918,M,Black,2017-07-21,0,0.0,0,0,0
1995,460,65964,9613156,felony,drug,2014-03-21,229,6725060,24.34794520547945,M,Black,2016-08-20,1,0.0,1,0,0
5698,6245,1347085,3221808,felony,other,2018-08-06,651,3221808,35.605479452054794,M,Black,2018-08-06,0,1.0,0,0,0
4926,4681,1023093,2632090,misdemeanor,property,2018-11-27,64,3493710,18.852054794520548,M,Black,2018-07-04,0,0.0,0,0,0
1905,5314,63188,4022304,misdemeanor,property,2020-07-21,990,5775746,18.78904109589041,M,Black,2017-05-14,0,0.0,0,0,0
233,17,9102,4983747,felony,property,2017-10-19,521,4983747,24.898630136986306,M,Black,2017-10-19,0,0.0,0,0,0
5641,5475,1308319,3395947,misdemeanor,other,2018-07-20,46,5819314,19.27671232876712,M,Black,2017-05-02,0,0.0,0,0,0
5321,1704,1124386,5771902,misdemeanor,drug,2017-05-15,399,6928740,19.56164383561644,M,Black,2016-06-21,0,0.0,1,0,0
1431,918,49237,8078141,misdemeanor,violent,2015-08-08,96,6507127,20.09041095890411,M,Black,2016-10-22,0,0.0,0,0,0
1867,2935,60742,5508806,misdemeanor,violent,2017-07-14,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0,0,0
2011,3709,66046,6805539,misdemeanor,drug,2016-07-27,909,5057571,24.473972602739725,M,Black,2017-10-06,0,0.0,0,0,0
2404,2842,76733,6355727,misdemeanor,drug,2016-12-09,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0,0,0
3382,3944,220893,1528444,felony,violent,2019-05-31,523,7488749,18.24109589041096,F,Black,2016-02-08,0,0.0,0,0,0
4304,3792,742629,1058639,misdemeanor,property,2019-08-30,79,3828636,22.02465753424657,M,Black,2018-05-03,0,0.0,1,0,0
3738,5700,334186,1325042,misdemeanor,other,2019-07-10,591,5749590,35.76712328767123,M,,2017-05-21,0,0.0,0,0,0
2334,5600,74726,3159400,misdemeanor,drug,2018-08-20,887,3646741,26.556164383561644,M,Black,2018-06-06,0,0.0,0,0,0
1200,469,40226,7962634,felony,violent,2015-09-11,206,3212729,31.235616438356164,M,Black,2018-08-07,0,0.0,0,0,0
4750,2072,977062,7580589,misdemeanor,property,2016-01-10,652,7580589,45.25205479452055,M,White,2016-01-10,0,0.0,0,0,0
1567,5521,51576,2465786,misdemeanor,other,2018-12-31,159,3138306,52.04657534246575,M,Black,2018-08-23,0,0.0,1,0,0
4233,3881,712318,6570894,felony,drug,2016-10-04,901,6183928,37.106849315068494,M,Black,2017-01-30,0,0.0,1,0,0
274,711,10237,11148450,misdemeanor,drug,2012-10-03,516,3013712,26.4986301369863,M,Black,2018-09-16,0,0.0,0,0,0
2813,1191,85446,6604737,felony,drug,2016-09-22,778,6604737,18.117808219178084,M,Black,2016-09-22,0,0.0,2,0,0
2225,1207,72764,7244411,misdemeanor,violent,2016-04-12,885,6163577,22.72054794520548,F,Black,2017-02-03,0,0.0,3,0,0
4918,5052,1022206,3875161,misdemeanor,drug,2018-04-24,202,3126042,31.36164383561644,M,Black,2018-08-26,0,0.0,0,0,0
6452,5919,3353632,6989420,misdemeanor,other,2016-06-03,738,7525705,24.649315068493152,M,Black,2016-01-28,0,0.0,0,0,0
355,3530,13592,3756109,misdemeanor,violent,2018-05-16,821,7357500,33.413698630136984,M,Black,2016-03-13,0,0.0,5,0,0
3648,342,319551,4977134,misdemeanor,property,2017-10-20,15,6096198,46.87671232876713,F,White,2017-02-19,0,0.0,0,0,0
519,5311,16944,3471309,misdemeanor,other,2018-07-09,503,3471309,39.66849315068493,M,White,2018-07-09,0,0.0,0,0,0
3083,327,94941,7341319,misdemeanor,property,2020-10-22,272,4434854,25.70958904109589,M,Black,2018-01-28,0,0.0,0,0,0
1807,4739,57776,10706851,misdemeanor,drug,2013-03-14,500,7308318,21.936986301369863,M,Black,2016-03-25,0,0.0,1,0,0
58,1720,2778,6257420,misdemeanor,other,2017-01-09,35,4871957,29.649315068493152,M,mixed,2017-11-05,0,0.0,0,0,0
3439,3861,231083,8762137,misdemeanor,violent,2015-01-01,982,5806918,29.01095890410959,M,Black,2017-05-05,0,0.0,0,0,0
5098,219,1065333,3940175,misdemeanor,violent,2018-04-14,819,3940175,19.42739726027397,F,White,2018-04-14,0,0.0,0,0,0
3162,46,106675,3225500,misdemeanor,other,2018-08-05,292,6671035,23.64109589041096,M,Black,2016-09-05,0,0.0,0,0,0
724,5428,25523,5666449,misdemeanor,other,2017-06-08,314,5666449,29.742465753424657,M,Black,2017-06-08,0,0.0,0,0,0
2904,4079,91718,5705461,misdemeanor,property,2017-05-30,25,6028961,29.572602739726022,M,Black,2017-03-09,0,0.0,0,0,0
3898,2167,349867,8393431,misdemeanor,drug,2015-04-28,676,6357251,23.82191780821918,F,White,2016-12-09,0,0.0,0,0,0
5825,1827,1509614,5841409,misdemeanor,property,2017-04-26,424,7369356,52.19178082191781,M,White,2016-03-09,0,0.0,0,0,0
4575,523,915957,11587820,misdemeanor,drug,2012-05-07,70,7206185,48.07671232876712,M,mixed,2016-04-21,0,0.0,0,0,0
2176,465,69777,5613431,misdemeanor,violent,2017-06-19,868,5594049,27.216438356164385,M,Other,2017-06-24,0,0.0,2,0,0
3002,3617,92636,5812071,misdemeanor,property,2017-05-04,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0,0,0
3915,2149,351751,7365791,misdemeanor,violent,2016-03-10,171,6215292,23.90410958904109,F,White,2017-01-20,0,0.0,0,0,0
3568,3949,265085,228337,misdemeanor,drug,2020-02-17,541,3232676,43.10410958904109,M,Black,2018-08-03,0,0.0,0,0,0
4153,3893,542158,6837789,misdemeanor,drug,2016-07-16,216,6837789,31.87945205479452,M,mixed,2016-07-16,0,0.0,0,0,0
5363,2293,1129092,6729552,felony,property,2016-08-18,583,6971419,31.638356164383563,F,White,2016-06-08,1,0.0,4,0,0
4216,3912,670782,4573028,felony,violent,2017-12-31,105,7255049,25.084931506849315,M,Black,2016-04-10,0,0.0,1,0,0
1142,4169,35320,3607980,felony,violent,2018-06-13,544,3607980,24.339726027397266,M,Black,2018-06-13,0,1.0,2,0,0
6313,5603,2880190,3877005,misdemeanor,drug,2018-04-24,446,3877005,20.30958904109589,M,Black,2018-04-24,0,0.0,0,0,0
2573,5910,80009,7715053,felony,other,2015-11-28,312,6688760,32.86027397260274,M,,2016-08-30,0,0.0,2,0,0
4873,2093,1009066,4076093,misdemeanor,violent,2018-04-02,67,5067540,20.96712328767123,M,Black,2017-10-04,0,0.0,0,0,0
5455,1897,1205282,8472086,misdemeanor,violent,2015-04-05,247,6223364,29.28767123287671,F,White,2017-01-18,0,0.0,0,0,0
1873,5676,60742,6015800,misdemeanor,property,2017-03-13,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0,0,0
65,1853,2870,6444445,misdemeanor,drug,2016-11-12,290,3819130,38.43835616438356,M,White,2018-05-04,0,0.0,0,0,0
3098,3529,98350,3714377,misdemeanor,other,2018-05-24,183,4251991,53.772602739726025,M,Black,2018-03-02,0,0.0,1,0,0
5630,2685,1307719,3086994,felony,violent,2018-09-03,911,3086994,22.10136986301369,M,Black,2018-09-03,0,0.0,2,0,0
952,3023,27836,3249669,felony,other,2018-07-31,576,6766557,36.69041095890411,M,White,2016-08-09,1,0.0,1,0,0
596,5363,21966,385945,misdemeanor,other,2020-01-15,274,5161682,40.01095890410959,M,White,2017-09-18,0,0.0,0,0,0
867,4317,27249,6892080,misdemeanor,property,2016-07-03,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3,0,0
5894,4986,1585223,1830964,felony,property,2019-04-24,259,2869394,51.11506849315069,M,Black,2018-10-12,0,1.0,0,0,0
3253,2952,145687,5626817,misdemeanor,property,2017-06-19,817,6183350,38.347945205479455,M,Asian,2017-01-30,0,0.0,0,0,0
2201,423,71257,6906271,misdemeanor,property,2016-06-28,630,2922536,33.32054794520548,M,Black,2018-10-02,0,0.0,0,0,0
4479,1160,909645,8066145,misdemeanor,violent,2015-08-12,490,5568205,61.298630136986304,F,Black,2017-06-30,0,0.0,0,0,0
1063,4196,32779,10023171,misdemeanor,drug,2013-11-08,261,6049457,27.38082191780822,M,Black,2017-03-03,0,0.0,1,0,0
3201,6435,115414,7012604,misdemeanor,other,2016-05-26,557,2907915,26.78356164383561,M,,2018-10-05,0,0.0,0,0,0
1527,4704,51435,8113289,misdemeanor,other,2015-07-28,726,4761709,33.465753424657535,M,Black,2017-11-24,0,0.0,0,0,0
377,6263,13665,5857145,misdemeanor,other,2017-04-21,90,6053662,47.84109589041096,M,Black,2017-03-02,0,0.0,1,0,0
4418,5323,873153,4532288,misdemeanor,other,2018-01-10,128,4532287,19.0027397260274,M,White,2018-01-10,0,0.0,0,0,0
3264,3900,146410,5935381,misdemeanor,property,2017-04-03,518,5763206,53.31506849315068,M,Black,2017-05-17,0,0.0,1,0,0
3521,5357,253477,4495098,misdemeanor,other,2018-01-17,970,7019251,51.3013698630137,M,White,2016-05-24,0,0.0,0,0,0
5900,4784,1588377,4822265,felony,property,2017-11-14,893,4998162,21.09315068493151,M,Black,2017-10-17,0,0.0,0,0,0
4909,4903,1014195,2573195,felony,other,2018-12-08,414,2573195,30.80821917808219,F,mixed,2018-12-08,1,1.0,0,0,0
5437,1996,1138633,7495184,felony,property,2016-02-07,178,7495184,21.747945205479454,F,Black,2016-02-07,0,1.0,0,0,0
3029,2500,92826,11119228,misdemeanor,property,2012-10-14,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0,0,0
366,6224,13592,10832751,felony,other,2013-01-29,821,7357500,33.413698630136984,M,Black,2016-03-13,0,0.0,5,0,0
3021,6017,92636,7194553,misdemeanor,other,2016-04-26,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0,0,0
5593,1510,1302726,3574151,felony,other,2018-06-20,878,2950470,32.536986301369865,M,White,2018-09-27,0,0.0,2,0,0
3581,6080,277226,1797735,misdemeanor,other,2019-05-01,622,3614608,41.95890410958904,M,mixed,2018-06-12,0,0.0,0,0,0
2795,4952,84823,3991882,felony,drug,2018-04-05,400,2922877,24.0,M,Black,2018-10-02,1,0.0,3,0,0
4865,1446,1007138,3679645,felony,violent,2018-05-30,460,3679645,47.84383561643836,M,Black,2018-05-30,0,0.0,0,0,0
1731,1164,57158,8369077,misdemeanor,violent,2015-05-07,168,3882249,29.983561643835618,M,Black,2018-04-23,0,0.0,0,0,0
4869,1757,1009066,210963,misdemeanor,violent,2020-02-19,67,5067540,20.96712328767123,M,Black,2017-10-04,0,0.0,0,0,0
3743,386,336042,3851368,misdemeanor,other,2018-04-29,610,5170311,55.30684931506849,M,White,2017-09-15,0,0.0,0,0,0
1137,3908,34896,6275350,misdemeanor,drug,2017-01-05,219,6275350,27.145205479452056,M,Black,2017-01-05,0,0.0,0,0,0
3765,4593,336042,10448055,misdemeanor,other,2013-06-12,610,5170311,55.30684931506849,M,White,2017-09-15,0,0.0,0,0,0
3493,6341,246429,5352181,felony,property,2017-08-15,321,4981359,30.813698630136987,M,mixed,2017-10-20,1,0.0,1,0,0
5033,5310,1060589,3831793,misdemeanor,other,2018-05-02,199,4941565,28.134246575342463,M,Black,2017-10-27,0,0.0,2,0,0
3979,1841,404843,1258670,misdemeanor,property,2019-07-22,322,3550258,32.032876712328765,M,mixed,2018-06-23,0,0.0,0,0,0
5983,2318,1672423,2496068,misdemeanor,other,2018-12-23,605,2496068,23.72328767123288,M,White,2018-12-23,0,0.0,0,0,0
4778,2121,988645,6990731,misdemeanor,property,2016-06-02,679,6990731,18.816438356164383,M,Black,2016-06-02,0,0.0,0,0,0
2127,4556,69058,5683560,misdemeanor,other,2017-06-04,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0,0,0
6279,5389,2792559,1987046,misdemeanor,other,2019-03-28,614,6313370,50.71780821917808,M,White,2016-12-21,0,0.0,0,0,0
2286,5539,74595,1496482,misdemeanor,drug,2019-06-06,148,2568623,38.24109589041096,M,Black,2018-12-10,0,0.0,0,0,0
3505,6336,251820,8483690,misdemeanor,other,2015-04-01,461,4307219,31.624657534246577,M,Black,2018-02-20,0,0.0,0,0,0
4939,1041,1027662,4107373,misdemeanor,violent,2018-03-27,63,4107373,29.96986301369863,M,Black,2018-03-27,0,0.0,0,0,0
1243,5287,42402,6332621,misdemeanor,other,2016-12-15,476,6701778,32.106849315068494,M,White,2016-08-27,0,0.0,0,0,0
2967,3453,92636,8759038,misdemeanor,property,2015-01-03,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0,0,0
653,2393,24750,3260467,misdemeanor,property,2018-07-29,313,2586870,35.0958904109589,M,White,2018-12-06,0,0.0,0,0,0
1364,29,47154,3578573,misdemeanor,drug,2018-06-19,965,3578573,30.68493150684932,M,Black,2018-06-19,0,0.0,0,0,0
6202,2589,2535391,5291736,misdemeanor,property,2017-08-26,510,5291736,24.898630136986306,F,White,2017-08-26,0,0.0,0,0,0
339,4711,13178,7394564,misdemeanor,drug,2016-03-02,363,6641052,20.01095890410959,M,Black,2016-09-13,0,0.0,5,0,0
5020,5712,1059734,11523499,misdemeanor,violent,2012-05-29,308,6984750,27.78904109589041,F,Black,2016-06-04,0,0.0,0,0,0
988,2465,28710,7584559,misdemeanor,drug,2016-01-08,486,3904095,20.75068493150685,M,Black,2018-04-19,0,0.0,1,0,0
1665,728,56410,9859130,felony,violent,2013-12-26,741,4937826,33.4027397260274,M,Black,2017-10-27,0,0.0,0,0,0
678,2524,25060,4796664,misdemeanor,violent,2017-11-19,718,4796664,25.947945205479453,F,Black,2017-11-19,0,0.0,0,0,0
6121,674,2156291,2986395,misdemeanor,property,2018-09-20,176,3365244,19.27945205479452,M,Black,2018-07-26,0,0.0,0,0,0
5645,3247,1308492,2939945,misdemeanor,drug,2018-09-30,453,2939945,25.339726027397266,M,White,2018-09-30,0,0.0,0,0,0
1368,700,47273,11537951,felony,drug,2012-05-24,621,7465597,23.38082191780822,M,Black,2016-02-13,1,0.0,0,0,0
590,2345,21966,6277650,felony,drug,2017-01-04,274,5161682,40.01095890410959,M,White,2017-09-18,0,0.0,0,0,0
4757,1162,984444,8344319,misdemeanor,drug,2015-05-14,506,6058937,24.95890410958904,M,White,2017-03-01,0,0.0,0,0,0
177,1413,8089,7263271,felony,drug,2016-04-07,586,4652942,22.35890410958904,M,Black,2017-12-12,1,0.0,0,0,0
3054,3933,92826,6220497,misdemeanor,other,2017-01-19,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0,0,0
3516,5352,253477,7625514,misdemeanor,other,2015-12-23,970,7019251,51.3013698630137,M,White,2016-05-24,0,0.0,0,0,0
3051,3875,92826,6292883,misdemeanor,property,2016-12-30,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0,0,0
4125,6212,539268,470485,misdemeanor,drug,2019-12-27,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0,0,0
5063,196,1063563,7960815,felony,property,2015-09-12,385,4827776,30.816438356164383,M,White,2017-11-13,1,0.0,0,0,0
4970,3318,1055115,28952638,felony,property,2012-06-08,226,7371681,57.56164383561644,M,White,2016-03-09,0,0.0,1,0,0
2692,4702,82604,9566328,misdemeanor,drug,2014-04-07,129,2576292,34.865753424657534,M,Black,2018-12-07,0,0.0,2,0,0
5861,1385,1531743,7598842,misdemeanor,property,2016-01-04,398,7598842,41.62191780821918,M,Black,2016-01-04,0,0.0,0,0,0
3065,6048,92826,6037598,misdemeanor,other,2017-03-07,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0,0,0
4262,4321,720250,7384312,misdemeanor,other,2016-03-05,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1,0,0
5368,1643,1129862,7568628,misdemeanor,violent,2016-01-13,390,7422871,30.457534246575342,M,White,2016-02-23,0,0.0,0,0,0
6161,1544,2335717,9639677,misdemeanor,drug,2014-03-13,933,5855566,39.85479452054795,M,Black,2017-04-21,0,0.0,1,0,0
5546,2636,1295291,11531114,misdemeanor,violent,2012-05-28,347,7149171,37.394520547945206,M,White,2016-05-09,0,0.0,1,0,0
5364,2310,1129092,7011962,felony,property,2016-05-26,583,6971419,31.638356164383563,F,White,2016-06-08,1,0.0,4,0,0
3975,1509,404843,3550258,misdemeanor,property,2018-06-23,322,3550258,32.032876712328765,M,mixed,2018-06-23,0,0.0,0,0,0
1049,2354,32255,3831998,felony,property,2018-05-02,984,5773028,42.42191780821918,F,White,2017-05-15,1,1.0,1,0,0
1722,1623,56946,1831111,misdemeanor,drug,2019-04-24,786,5140950,38.2027397260274,M,Black,2017-09-21,0,0.0,0,0,0
634,2349,23784,5018313,misdemeanor,other,2017-10-13,50,4559816,26.156164383561645,F,White,2018-01-03,0,0.0,1,0,0
2777,4688,84410,11351083,misdemeanor,other,2012-07-26,517,5974264,42.84109589041096,F,Black,2017-03-24,0,0.0,0,0,0
5038,5740,1060589,3105275,misdemeanor,violent,2018-08-30,199,4941565,28.134246575342463,M,Black,2017-10-27,0,0.0,2,0,0
3913,4564,351066,8098355,felony,other,2018-06-27,255,6956199,32.8054794520548,M,White,2016-06-13,0,1.0,2,0,0
2579,1193,80524,6978316,felony,violent,2016-06-06,828,6978316,38.4,M,Black,2016-06-06,1,0.0,5,0,0
2241,1863,72764,5779254,felony,violent,2017-05-12,885,6163577,22.72054794520548,F,Black,2017-02-03,1,0.0,3,0,0
4292,4442,725268,3676290,misdemeanor,other,2018-05-31,492,6889724,30.73972602739726,M,mixed,2016-07-05,0,0.0,0,0,0
5375,35,1130673,7005244,misdemeanor,other,2016-05-28,599,7005244,25.65205479452055,M,Black,2016-05-28,0,0.0,1,0,0
2289,5546,74595,8862121,misdemeanor,drug,2014-11-23,148,2568623,38.24109589041096,M,Black,2018-12-10,0,0.0,0,0,0
1363,4662,47004,1449363,misdemeanor,other,2019-06-14,418,5757564,55.87123287671233,M,Black,2017-05-18,0,0.0,0,0,0
4907,1251,1012418,5971205,misdemeanor,violent,2017-03-26,826,5971205,40.59452054794521,M,,2017-03-26,0,0.0,0,0,0
1694,2036,56410,3729638,misdemeanor,property,2018-05-21,741,4937826,33.4027397260274,M,Black,2017-10-27,0,0.0,0,0,0
3923,2254,351751,19588028,misdemeanor,drug,2012-01-10,171,6215292,23.90410958904109,F,White,2017-01-20,0,0.0,0,0,0
5841,1825,1516491,4780246,misdemeanor,violent,2017-11-20,83,4780246,29.389041095890413,M,Other,2017-11-20,0,0.0,0,0,0
1321,2395,46047,3094523,misdemeanor,other,2018-08-31,334,7023735,31.136986301369863,M,White,2016-05-23,0,0.0,0,0,0
4115,5447,539268,6753608,misdemeanor,property,2020-10-02,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0,0,0
5799,1558,1488855,9360408,misdemeanor,violent,2014-06-09,245,4207288,31.80821917808219,F,mixed,2018-03-09,0,0.0,0,0,0
2747,1562,83874,8066203,felony,other,2015-08-12,757,4159297,24.51506849315069,F,Black,2018-03-19,0,0.0,1,0,0
5322,1928,1124386,3086879,misdemeanor,property,2018-09-03,399,6928740,19.56164383561644,M,Black,2016-06-21,0,0.0,1,0,0
2581,1559,80524,9599872,felony,property,2014-03-26,828,6978316,38.4,M,Black,2016-06-06,0,0.0,5,0,0
2633,4733,81823,11338350,misdemeanor,drug,2012-07-31,809,3806430,34.8986301369863,M,,2018-05-07,0,0.0,0,0,0
2450,5538,77608,5793438,misdemeanor,drug,2017-05-09,934,4613060,36.35890410958904,F,White,2017-12-20,0,0.0,1,0,0
1913,571,63935,7527979,misdemeanor,property,2016-01-27,341,7021379,29.64109589041096,F,White,2016-05-24,0,0.0,1,0,0
4124,6198,539268,2066742,misdemeanor,drug,2019-03-14,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0,0,0
549,250,19918,12007113,misdemeanor,property,2018-09-22,562,2977729,27.96712328767123,M,White,2018-09-22,0,0.0,0,0,0
5195,5950,1072559,11437678,misdemeanor,other,2012-06-26,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
1156,6402,35320,8189363,misdemeanor,other,2015-07-08,544,3607980,24.339726027397266,M,Black,2018-06-13,0,0.0,2,0,0
5131,3329,1072559,8845473,misdemeanor,other,2014-12-01,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
1093,4113,33253,9305185,misdemeanor,property,2014-06-27,649,4284534,24.306849315068494,M,Black,2018-02-25,0,0.0,0,0,0
5150,3355,1072559,3860898,misdemeanor,property,2018-04-27,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
6072,5391,1805696,9079417,misdemeanor,drug,2020-11-30,252,7349807,29.40821917808219,F,White,2016-03-15,0,0.0,0,0,0
6447,5917,3352529,6940518,misdemeanor,property,2016-06-17,936,6940518,19.676712328767124,F,White,2016-06-17,0,0.0,0,0,0
458,5775,15340,10702893,misdemeanor,other,2013-03-16,237,5697246,39.5972602739726,M,White,2017-05-31,0,0.0,0,0,0
5652,2682,1309027,6219329,felony,property,2017-01-19,708,3066846,33.394520547945206,M,White,2018-09-06,1,0.0,0,0,0
1706,551,56452,7801944,misdemeanor,property,2015-10-31,411,6237431,56.37808219178082,M,Black,2017-01-13,0,0.0,1,0,0
1327,5375,46047,7174846,felony,other,2016-05-01,334,7023735,31.136986301369863,M,White,2016-05-23,1,0.0,0,0,0
4740,5114,971359,9380942,misdemeanor,other,2014-06-02,66,6234841,30.63287671232877,M,White,2017-01-15,0,0.0,0,0,0
1161,6317,35378,3368502,misdemeanor,property,2018-07-26,338,3368502,62.18082191780822,M,Black,2018-07-26,0,0.0,0,0,0
2948,6110,92254,8470938,misdemeanor,property,2015-04-06,413,4354694,25.13150684931507,M,Black,2018-02-11,0,0.0,0,0,0
3869,606,344219,546125,misdemeanor,violent,2019-12-09,865,2471357,34.32876712328767,F,White,2018-12-29,0,0.0,0,0,0
4978,3404,1055115,11490319,felony,property,2012-06-08,226,7371681,57.56164383561644,M,White,2016-03-09,0,0.0,1,0,0
2818,4892,85446,4637059,misdemeanor,drug,2017-12-15,778,6604737,18.117808219178084,M,Black,2016-09-22,0,0.0,2,0,0
4407,3250,861665,2898780,misdemeanor,property,2018-10-09,333,5132759,34.63835616438356,M,Black,2017-09-23,0,0.0,0,0,0
941,6350,27785,913898,felony,other,2019-09-26,69,4280859,19.4,M,Black,2018-02-26,1,0.0,1,0,0
4003,1122,451627,9083000,misdemeanor,violent,2014-09-09,293,6724161,44.64109589041096,M,Black,2016-08-21,0,0.0,1,0,0
