,Unnamed: 0_x,person_id,arrest_id_x,charge_degree,offense_category,arrest_date_event,Unnamed: 0_y,arrest_id_y,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year
470,5788,15340,10702899,misdemeanor,other,2013-03-16,237,5697246,39.5972602739726,M,White,2017-05-31,0,0.0,0
997,5468,28865,3665332,felony,drug,2018-06-02,86,5883782,20.852054794520548,M,Black,2017-04-17,0,0.0,1
3304,3959,184560,7866408,misdemeanor,violent,2020-10-31,488,2790886,45.42739726027397,M,Black,2018-10-29,0,0.0,0
6082,1789,1985673,2673567,misdemeanor,property,2018-11-19,540,2673567,18.172602739726027,M,Other,2018-11-19,0,0.0,0
1629,2263,55857,8345434,misdemeanor,violent,2015-05-14,434,6102845,27.07945205479452,F,White,2017-02-17,0,0.0,0
2959,3435,92636,9294049,misdemeanor,property,2014-07-01,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0
2781,808,84422,6104274,felony,violent,2017-02-16,123,6211932,56.391780821917806,F,Black,2017-01-22,0,1.0,1
6278,5388,2792559,1987047,misdemeanor,other,2019-03-28,614,6313370,50.71780821917808,M,White,2016-12-21,0,0.0,0
2803,1725,85246,2640355,felony,property,2018-11-26,51,6243514,19.75068493150685,M,Black,2017-01-12,1,0.0,4
3039,3666,92826,10004549,misdemeanor,property,2013-11-15,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0
102,5090,4741,4236056,misdemeanor,property,2018-03-05,421,4609251,33.49589041095891,M,White,2017-12-21,0,0.0,0
3736,5691,334186,5749590,misdemeanor,other,2017-05-21,591,5749590,35.76712328767123,M,,2017-05-21,0,0.0,0
588,4508,21493,4901338,misdemeanor,property,2020-08-26,358,2652491,24.136986301369863,M,White,2018-11-23,0,0.0,0
1376,1528,47273,11593472,felony,drug,2012-05-04,621,7465597,23.38082191780822,M,Black,2016-02-13,1,0.0,0
1286,4818,44351,3297427,misdemeanor,drug,2020-06-18,262,4130120,27.8054794520548,F,Black,2018-03-24,0,0.0,0
5891,4977,1575015,4801231,misdemeanor,drug,2017-11-17,41,4801231,18.983561643835618,M,Black,2017-11-17,0,0.0,0
2989,3538,92636,2715207,misdemeanor,property,2018-11-10,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0
2198,4921,70259,2747588,misdemeanor,property,2018-11-03,565,2747588,23.843835616438355,M,mixed,2018-11-03,0,0.0,0
644,5364,24391,2536660,misdemeanor,other,2018-12-14,203,5319741,32.3013698630137,M,Black,2017-08-21,0,0.0,0
2841,866,85929,5030459,misdemeanor,violent,2017-10-11,963,5226476,35.0,M,Black,2017-09-08,0,0.0,1
2942,3888,92254,6417469,misdemeanor,property,2016-11-16,413,4354694,25.13150684931507,M,Black,2018-02-11,0,0.0,0
2833,5098,85806,10389967,misdemeanor,other,2020-12-22,14,6816869,30.0986301369863,M,White,2016-07-23,0,0.0,0
1753,4703,57265,8409589,misdemeanor,other,2015-04-22,116,5435848,31.40821917808219,M,Black,2017-07-29,0,0.0,0
2438,2875,77276,4971139,misdemeanor,property,2020-09-02,94,6096501,42.9041095890411,M,Black,2017-02-19,0,0.0,0
2461,0,78786,3835604,felony,property,2018-05-01,479,6645202,24.15068493150685,M,White,2016-09-12,0,0.0,2
4506,4734,910635,10724629,felony,property,2013-03-08,841,4973877,61.01643835616439,M,Black,2017-10-22,1,0.0,0
1105,4052,33633,6588539,misdemeanor,property,2016-09-28,169,6995174,18.2986301369863,M,mixed,2016-06-01,0,0.0,0
5285,2202,1116388,8167465,misdemeanor,property,2015-07-12,309,6585372,26.942465753424656,M,Black,2016-09-29,0,0.0,1
1672,1048,56410,1220734,misdemeanor,property,2019-07-29,741,4937826,33.4027397260274,M,Black,2017-10-27,0,0.0,0
2079,3690,67939,9351520,misdemeanor,property,2014-06-12,707,5475688,60.42191780821918,M,Black,2017-07-21,0,0.0,0
1439,5011,49237,4412558,misdemeanor,drug,2018-01-31,96,6507127,20.09041095890411,M,Black,2016-10-22,0,0.0,0
1248,5965,42402,3685257,misdemeanor,other,2018-05-30,476,6701778,32.106849315068494,M,White,2016-08-27,0,0.0,0
5297,1305,1117726,9119629,misdemeanor,drug,2014-08-27,519,7288288,50.95616438356164,M,Black,2016-03-31,0,0.0,0
6022,2100,1773950,8620712,misdemeanor,drug,2015-02-13,114,7550575,37.12054794520548,M,Black,2016-01-17,0,0.0,0
2063,450,67939,11431407,misdemeanor,property,2012-06-27,707,5475688,60.42191780821918,M,Black,2017-07-21,0,0.0,0
5229,5907,1103608,10525906,misdemeanor,drug,2013-05-17,464,4541881,27.410958904109588,F,White,2018-01-09,0,0.0,0
838,6425,26679,6916481,misdemeanor,other,2016-06-25,224,6916481,31.117808219178084,M,Black,2016-06-25,0,0.0,0
3866,1077,343162,11601133,misdemeanor,violent,2012-05-02,422,4129776,28.81917808219178,M,Black,2018-03-24,0,0.0,0
548,220,19918,2977729,misdemeanor,property,2018-09-22,562,2977729,27.96712328767123,M,White,2018-09-22,0,0.0,0
5346,5127,1127005,1238962,misdemeanor,other,2019-07-25,234,3052452,52.342465753424655,M,White,2018-09-08,0,0.0,0
3509,6483,251820,4307219,misdemeanor,other,2018-02-20,461,4307219,31.624657534246577,M,Black,2018-02-20,0,0.0,0
2742,901,83874,9771730,misdemeanor,property,2014-01-25,757,4159297,24.51506849315069,F,Black,2018-03-19,0,0.0,1
3081,6210,93743,5001124,misdemeanor,drug,2017-10-17,640,7392722,22.873972602739727,M,Black,2016-03-03,0,0.0,0
3321,3905,196266,5370074,misdemeanor,other,2017-08-11,440,5370074,29.63013698630137,M,Black,2017-08-11,0,0.0,0
1149,4304,35320,7930513,felony,violent,2015-09-23,544,3607980,24.339726027397266,M,Black,2018-06-13,0,0.0,2
5036,5713,1060589,11134473,misdemeanor,other,2012-10-09,199,4941565,28.134246575342463,M,Black,2017-10-27,0,0.0,2
3784,4675,338042,6074091,misdemeanor,other,2017-02-24,580,6074091,43.61095890410959,F,White,2017-02-24,0,0.0,0
4116,5448,539268,3305235,misdemeanor,property,2020-06-21,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0
1260,3225,43443,3450510,misdemeanor,violent,2018-07-12,378,5150392,20.756164383561643,M,Black,2017-09-20,0,0.0,1
1313,1472,45613,9488877,misdemeanor,violent,2014-05-03,692,3245978,36.17808219178082,F,Black,2018-07-31,0,0.0,0
1783,4736,57732,10164885,felony,drug,2013-09-17,101,5844042,26.22739726027397,M,Black,2017-04-26,0,0.0,0
1297,26,45181,3488332,misdemeanor,other,2018-07-05,207,3488332,19.26849315068493,M,Black,2018-07-05,0,0.0,2
4236,3884,716080,6651028,misdemeanor,violent,2016-09-10,95,6651028,40.5972602739726,F,Black,2016-09-10,0,0.0,0
4144,6120,541012,6956956,misdemeanor,other,2016-06-13,685,6933156,54.827397260273976,M,Black,2016-06-20,0,0.0,0
878,6473,27249,3795632,misdemeanor,other,2018-05-09,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3
5703,4000,1348192,4323469,misdemeanor,violent,2018-02-16,966,5474682,19.54520547945205,M,Black,2017-07-21,0,0.0,0
6351,4308,3063044,8144330,misdemeanor,property,2015-07-19,345,6850396,24.063013698630137,F,mixed,2016-07-13,0,0.0,0
6429,5434,3218878,4461707,felony,property,2018-01-23,269,5689836,33.95616438356164,F,White,2017-06-02,1,1.0,1
5144,3346,1072559,6288867,misdemeanor,property,2017-01-02,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
5700,1846,1348192,7114945,misdemeanor,other,2020-10-14,966,5474682,19.54520547945205,M,Black,2017-07-21,0,0.0,0
3189,6023,114124,6060715,misdemeanor,other,2017-03-01,21,6060715,55.07671232876712,M,Black,2017-03-01,0,0.0,0
5978,2994,1657426,5891147,misdemeanor,violent,2017-04-14,387,5891147,62.706849315068496,M,Black,2017-04-14,0,0.0,0
3288,3841,173473,9592452,misdemeanor,property,2014-03-29,404,7552078,50.16712328767123,M,Black,2016-01-16,0,0.0,0
1557,2663,51576,9259736,felony,violent,2014-07-11,159,3138306,52.04657534246575,M,Black,2018-08-23,1,0.0,1
5107,4492,1065449,6236432,felony,other,2017-01-13,635,6236432,32.635616438356166,M,White,2017-01-13,1,0.0,0
5058,154,1063563,4827776,misdemeanor,property,2017-11-13,385,4827776,30.816438356164383,M,White,2017-11-13,0,0.0,0
1162,6334,35378,10472748,misdemeanor,property,2013-06-04,338,3368502,62.18082191780822,M,Black,2018-07-26,0,0.0,0
3633,4545,316704,5455114,misdemeanor,other,2017-07-25,377,5008270,37.704109589041096,M,Other,2017-10-16,0,0.0,0
2233,1653,72764,5366492,misdemeanor,property,2017-08-11,885,6163577,22.72054794520548,F,Black,2017-02-03,0,0.0,3
3068,6108,92826,9623274,misdemeanor,other,2014-03-19,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0
2432,2740,77276,5740830,felony,property,2017-05-23,94,6096501,42.9041095890411,M,Black,2017-02-19,0,0.0,0
4728,1805,965786,7374233,misdemeanor,property,2016-03-08,56,7414853,36.28767123287671,M,Black,2016-02-25,0,0.0,0
1347,2443,46101,2788963,misdemeanor,other,2018-10-29,585,2788963,46.00547945205479,M,White,2018-10-29,0,0.0,0
1870,3364,60742,9093030,misdemeanor,other,2014-09-06,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0
1656,5368,56090,6968069,misdemeanor,other,2016-06-09,362,6916269,18.29041095890411,M,White,2016-06-25,0,0.0,0
762,6467,26152,3489959,misdemeanor,property,2018-07-05,671,4957370,27.528767123287672,M,Black,2017-10-24,0,0.0,1
4239,4042,720250,8614734,misdemeanor,property,2015-02-18,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1
203,1947,8819,10623945,felony,violent,2013-04-12,877,5059344,42.56438356164384,M,Black,2017-10-05,1,0.0,1
6274,5374,2792559,6313371,misdemeanor,property,2016-12-21,614,6313370,50.71780821917808,M,White,2016-12-21,0,0.0,0
434,2153,15177,9967767,misdemeanor,other,2013-11-25,331,5497906,40.90958904109589,M,Black,2017-07-17,0,0.0,1
5294,5723,1116388,6585372,misdemeanor,violent,2016-09-29,309,6585372,26.942465753424656,M,Black,2016-09-29,0,0.0,1
5916,2231,1602937,3612336,misdemeanor,drug,2018-06-12,240,4143130,44.59452054794521,F,White,2018-03-21,0,0.0,0
1990,334,65964,9677832,misdemeanor,drug,2014-02-27,229,6725060,24.34794520547945,M,Black,2016-08-20,0,0.0,1
1154,6399,35320,8103699,misdemeanor,other,2015-07-31,544,3607980,24.339726027397266,M,Black,2018-06-13,0,0.0,2
2160,5319,69474,19588712,misdemeanor,other,2012-02-11,106,6460426,30.30958904109589,F,White,2016-11-07,0,0.0,0
1974,385,65745,3464865,felony,property,2018-07-10,954,2673805,27.67945205479452,M,White,2018-11-19,1,0.0,0
4224,3703,703333,6730488,misdemeanor,violent,2016-08-18,276,6730488,42.98082191780822,M,mixed,2016-08-18,0,0.0,0
1308,4420,45481,2592249,misdemeanor,other,2018-12-05,220,2592249,17.6,M,Black,2018-12-05,0,0.0,0
1887,5678,62440,3472322,felony,other,2018-07-09,702,3472322,54.43835616438356,M,White,2018-07-09,1,0.0,1
5263,3118,1113857,6651280,misdemeanor,violent,2016-09-10,248,7004850,36.29041095890411,M,White,2016-05-29,0,0.0,0
5,1259,1788,5879415,felony,violent,2017-04-17,200,5879415,46.96164383561644,M,,2017-04-17,0,1.0,0
1150,4329,35320,6633725,misdemeanor,property,2016-09-15,544,3607980,24.339726027397266,M,Black,2018-06-13,0,0.0,2
295,4633,11297,7615226,misdemeanor,property,2015-12-28,42,6214564,48.983561643835614,M,Black,2017-01-20,0,0.0,0
4985,3385,1055158,7157820,misdemeanor,violent,2016-05-06,222,7157820,36.14520547945205,M,White,2016-05-06,0,0.0,0
3490,6445,244925,5019807,misdemeanor,drug,2017-10-13,872,5050448,18.78630136986301,M,mixed,2017-10-08,0,0.0,0
4639,1233,935128,6156149,misdemeanor,violent,2017-02-06,375,6156149,48.56712328767123,F,Black,2017-02-06,0,0.0,0
1030,2606,29542,8288749,misdemeanor,drug,2015-06-04,881,4668826,28.698630136986303,F,White,2017-12-09,0,0.0,0
899,6451,27382,2939283,misdemeanor,other,2018-09-30,75,7381538,26.56438356164384,M,Black,2016-03-07,0,0.0,0
1741,763,57265,8429759,felony,drug,2015-04-17,116,5435848,31.40821917808219,M,Black,2017-07-29,1,0.0,0
2419,5625,76733,1785020,misdemeanor,drug,2019-05-03,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0
5643,5485,1308319,7339505,misdemeanor,other,2016-03-17,46,5819314,19.27671232876712,M,Black,2017-05-02,0,0.0,0
1504,966,51323,4573585,misdemeanor,property,2017-12-30,811,4837325,32.26027397260274,M,White,2017-11-13,0,0.0,0
5890,4971,1571572,5014551,misdemeanor,property,2017-10-14,2,5014551,39.394520547945206,F,Black,2017-10-14,0,0.0,0
5959,2180,1611752,5516565,misdemeanor,drug,2017-07-12,839,3648891,41.035616438356165,M,White,2018-06-06,0,0.0,0
5797,5843,1475717,4252419,felony,other,2018-03-02,275,3193787,33.11232876712329,F,White,2018-08-10,1,0.0,0
64,1752,2870,5971286,misdemeanor,drug,2017-03-26,290,3819130,38.43835616438356,M,White,2018-05-04,0,0.0,0
5921,3017,1602937,7274308,misdemeanor,violent,2016-04-05,240,4143130,44.59452054794521,F,White,2018-03-21,0,0.0,0
4117,5449,539268,6753607,misdemeanor,property,2020-10-02,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0
1102,4047,33633,6730229,misdemeanor,property,2016-08-18,169,6995174,18.2986301369863,M,mixed,2016-06-01,0,0.0,0
4520,4870,910635,9227882,misdemeanor,other,2014-07-22,841,4973877,61.01643835616439,M,Black,2017-10-22,0,0.0,0
4378,3403,847994,487581,misdemeanor,violent,2019-12-23,156,7311479,25.2986301369863,M,Black,2016-03-25,0,0.0,0
1444,1124,49472,9429116,misdemeanor,drug,2014-05-24,119,7563566,32.298630136986304,M,Black,2016-01-14,0,0.0,0
2695,4897,82604,4871943,misdemeanor,drug,2017-11-05,129,2576292,34.865753424657534,M,Black,2018-12-07,0,0.0,2
6006,2315,1713630,5180076,misdemeanor,property,2017-09-14,558,5180076,23.065753424657533,M,White,2017-09-14,0,0.0,0
3079,3826,93743,10385400,misdemeanor,drug,2013-07-04,640,7392722,22.873972602739727,M,Black,2016-03-03,0,0.0,0
5129,3327,1072559,8807679,misdemeanor,property,2014-12-15,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
1349,2454,46101,20283301,felony,violent,2012-03-07,585,2788963,46.00547945205479,M,White,2018-10-29,0,0.0,0
1862,2903,60742,9334173,misdemeanor,other,2014-06-18,737,6015800,28.254794520547943,M,Black,2017-03-13,0,0.0,0
5252,3112,1113786,8205680,misdemeanor,property,2015-07-01,620,7061405,21.46027397260274,F,Black,2016-05-13,0,0.0,1
1111,4320,33633,6499347,felony,property,2016-10-25,169,6995174,18.2986301369863,M,mixed,2016-06-01,1,0.0,0
2587,1185,80568,6577689,felony,drug,2016-10-01,27,6577689,38.68219178082192,M,Black,2016-10-01,0,0.0,1
4886,1496,1009164,5127339,misdemeanor,property,2017-09-24,804,7293010,26.153424657534245,M,Black,2016-03-30,0,0.0,0
4917,1064,1022206,10665471,misdemeanor,violent,2020-12-25,202,3126042,31.36164383561644,M,Black,2018-08-26,0,0.0,0
1037,4148,30578,7569784,misdemeanor,violent,2016-01-13,548,7283727,30.66849315068493,F,,2016-04-01,0,0.0,1
2240,1806,72764,6359434,misdemeanor,property,2016-12-08,885,6163577,22.72054794520548,F,Black,2017-02-03,0,0.0,3
6379,6303,3120306,5097627,misdemeanor,property,2017-09-29,534,5097627,35.66575342465753,F,Black,2017-09-29,0,0.0,0
4738,5081,971359,10465322,felony,violent,2013-06-06,66,6234841,30.63287671232877,M,White,2017-01-15,0,0.0,0
213,1190,9003,6598088,misdemeanor,violent,2016-09-25,906,6872176,33.45753424657534,F,Black,2016-07-06,0,0.0,0
4118,5458,539268,1355318,misdemeanor,other,2019-07-03,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0
2362,3195,75450,3043008,misdemeanor,drug,2018-09-11,81,7462166,53.10410958904109,M,White,2016-02-16,0,0.0,0
4205,4347,655898,7481919,misdemeanor,other,2016-02-09,670,7481919,19.778082191780825,M,mixed,2016-02-09,0,0.0,1
289,5039,10237,5744195,felony,drug,2017-05-22,516,3013712,26.4986301369863,M,Black,2018-09-16,1,0.0,0
2941,3854,92254,8692170,misdemeanor,property,2015-01-26,413,4354694,25.13150684931507,M,Black,2018-02-11,0,0.0,0
4078,2658,531993,1749458,misdemeanor,property,2020-05-29,802,5598101,52.59178082191781,M,White,2017-06-23,0,0.0,1
3909,6270,349867,11081290,misdemeanor,other,2012-10-26,676,6357251,23.82191780821918,F,White,2016-12-09,0,0.0,0
6165,2526,2392616,5847285,misdemeanor,violent,2017-04-25,299,5804869,25.912328767123288,F,Black,2017-05-05,0,0.0,0
1479,819,50827,4937324,felony,drug,2017-10-27,716,5665899,21.778082191780825,M,Black,2017-06-08,1,0.0,3
4810,2023,995275,3471218,misdemeanor,property,2018-07-09,790,6390045,45.11506849315069,M,mixed,2016-11-23,0,0.0,0
826,6438,26596,7448275,misdemeanor,other,2016-02-19,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
731,2613,25670,3949162,misdemeanor,drug,2018-04-12,690,3949162,35.26301369863014,F,Black,2018-04-12,0,0.0,0
1779,1090,57732,10225627,felony,drug,2013-08-27,101,5844042,26.22739726027397,M,Black,2017-04-26,1,0.0,0
3911,2074,351066,6956198,felony,property,2016-06-13,255,6956199,32.8054794520548,M,White,2016-06-13,0,0.0,2
581,5672,21406,6591198,misdemeanor,other,2016-09-27,450,5590253,19.052054794520547,M,White,2017-06-26,0,0.0,0
551,5652,19918,10922712,misdemeanor,other,2012-12-24,562,2977729,27.96712328767123,M,White,2018-09-22,0,0.0,0
1543,871,51530,11435195,misdemeanor,violent,2012-06-26,770,2916797,32.6958904109589,F,Black,2018-10-03,0,0.0,0
5193,5948,1072559,764242,misdemeanor,other,2019-10-28,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
2535,4483,79024,6831591,misdemeanor,other,2016-07-18,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0
2356,5533,75426,1361643,misdemeanor,drug,2019-07-02,445,6724650,20.78904109589041,M,White,2016-08-20,0,0.0,0
2643,754,81982,8853906,felony,violent,2014-11-25,904,5427759,26.80821917808219,M,Black,2017-07-31,0,0.0,1
2106,3426,69058,9870773,misdemeanor,violent,2013-12-22,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0
3651,3964,319551,8677814,misdemeanor,property,2020-11-19,15,6096198,46.87671232876713,F,White,2017-02-19,0,0.0,0
6024,2128,1773950,7447701,misdemeanor,violent,2016-02-19,114,7550575,37.12054794520548,M,Black,2016-01-17,0,0.0,0
214,1337,9003,11354553,misdemeanor,violent,2012-07-25,906,6872176,33.45753424657534,F,Black,2016-07-06,0,0.0,0
167,4776,7833,6674834,felony,drug,2016-09-02,969,2827385,40.71232876712329,F,Black,2018-10-21,1,0.0,0
6386,6329,3143337,2693604,misdemeanor,property,2018-11-15,396,2693604,28.542465753424658,M,Black,2018-11-15,0,0.0,0
743,4206,26152,9191132,misdemeanor,property,2014-08-04,671,4957370,27.528767123287672,M,Black,2017-10-24,0,0.0,1
5186,5934,1072559,5964284,misdemeanor,other,2017-03-28,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
2055,1794,67140,1162655,misdemeanor,drug,2019-08-09,204,5670555,29.33150684931507,M,Black,2017-06-07,0,0.0,2
432,234,14836,1699977,misdemeanor,other,2020-05-16,773,5627332,26.013698630136982,M,White,2017-06-18,0,0.0,0
3147,4207,101916,9218695,misdemeanor,property,2014-07-25,504,7278705,25.991780821917807,M,Black,2016-04-03,0,0.0,0
5034,5708,1060589,7516657,misdemeanor,other,2016-02-01,199,4941565,28.134246575342463,M,Black,2017-10-27,0,0.0,2
3017,6003,92636,8001758,misdemeanor,other,2015-09-01,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0
1201,504,40226,13581079,misdemeanor,other,2012-05-29,206,3212729,31.235616438356164,M,Black,2018-08-07,0,0.0,0
674,5438,24916,1023355,misdemeanor,property,2019-09-06,985,5675336,18.75068493150685,M,Black,2017-06-06,0,0.0,0
2912,6504,91718,6965717,misdemeanor,other,2016-06-10,25,6028961,29.572602739726022,M,Black,2017-03-09,0,0.0,0
560,216,20010,2594291,misdemeanor,property,2018-12-04,600,2594291,41.0958904109589,M,White,2018-12-04,0,0.0,0
4531,1210,911263,7281409,felony,drug,2016-04-01,380,7281409,25.528767123287672,M,Black,2016-04-01,0,0.0,0
1755,4825,57265,5379599,misdemeanor,other,2017-08-09,116,5435848,31.40821917808219,M,Black,2017-07-29,0,0.0,0
5042,3244,1061804,5989089,misdemeanor,property,2017-03-21,355,7382549,28.82191780821918,M,White,2016-03-07,0,0.0,0
5056,145,1063563,6551557,misdemeanor,property,2016-10-10,385,4827776,30.816438356164383,M,White,2017-11-13,0,0.0,0
2879,6032,91611,5546182,misdemeanor,other,2017-07-06,102,5490784,30.58082191780822,M,Black,2017-07-18,0,0.0,0
2530,260,79024,12008260,misdemeanor,property,2018-09-14,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0
2572,3412,80009,4898589,felony,property,2017-10-31,312,6688760,32.86027397260274,M,,2016-08-30,1,0.0,2
4504,1118,910635,9753779,misdemeanor,drug,2014-01-31,841,4973877,61.01643835616439,M,Black,2017-10-22,0,0.0,0
1950,491,65316,630717,felony,violent,2019-11-22,429,6863214,36.42739726027397,M,Black,2016-07-08,0,1.0,1
1879,794,62147,7209813,felony,violent,2016-04-20,468,7292958,20.78082191780822,M,Black,2016-03-30,0,0.0,0
294,1362,10779,8896262,felony,violent,2014-11-12,951,5329404,29.78356164383561,F,Black,2017-08-19,0,0.0,0
6133,5507,2248903,5799158,misdemeanor,other,2017-05-08,913,7276076,33.21095890410959,M,White,2016-04-04,0,0.0,0
192,1908,8778,5749970,misdemeanor,violent,2017-05-20,827,7307141,34.32876712328767,M,Black,2016-03-26,0,0.0,3
6012,6433,1745147,6984366,misdemeanor,drug,2016-06-04,150,6984366,19.624657534246577,M,mixed,2016-06-04,0,0.0,0
3459,3820,239629,10888153,misdemeanor,drug,2013-01-09,547,5585793,27.71780821917808,M,Black,2017-06-27,0,0.0,1
4841,989,1002535,5559287,misdemeanor,property,2017-07-04,388,5559287,23.715068493150685,M,Black,2017-07-04,0,0.0,0
1730,1088,57158,10194551,misdemeanor,other,2013-09-07,168,3882249,29.983561643835618,M,Black,2018-04-23,0,0.0,0
1002,2499,29538,11324616,misdemeanor,violent,2012-08-04,756,4502396,35.553424657534244,M,Black,2018-01-16,0,0.0,1
5545,5207,1292290,3039205,felony,property,2018-09-11,883,3039205,49.96986301369863,F,Black,2018-09-11,0,1.0,0
3877,668,344444,2710617,misdemeanor,violent,2018-11-12,270,4865164,27.265753424657536,M,Black,2017-11-06,0,0.0,1
6455,5925,3357315,5586402,misdemeanor,other,2017-06-27,286,5592644,19.93972602739726,M,White,2017-06-26,0,0.0,0
893,6292,27382,5815813,misdemeanor,other,2017-05-03,75,7381538,26.56438356164384,M,Black,2016-03-07,0,0.0,0
5192,5947,1072559,852371,misdemeanor,other,2019-10-09,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
6329,5574,2946289,4577434,misdemeanor,other,2017-12-29,689,4577434,24.71232876712329,M,White,2017-12-29,0,0.0,0
4497,3149,910069,10944906,felony,violent,2012-12-15,408,5059604,27.77260273972603,F,mixed,2017-10-05,0,0.0,1
3604,3919,306222,4934361,misdemeanor,property,2017-10-29,409,6809493,24.671232876712327,M,Black,2016-07-26,0,0.0,2
975,2518,28329,6400651,misdemeanor,property,2016-11-21,634,6400651,48.74794520547945,F,Black,2016-11-21,0,0.0,0
2510,109,79024,11935772,misdemeanor,violent,2015-01-20,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0
3375,3608,220893,6404454,felony,property,2016-11-19,523,7488749,18.24109589041096,F,Black,2016-02-08,0,0.0,0
3829,4627,339988,10876766,misdemeanor,other,2013-01-11,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0
4478,1022,909645,3656845,misdemeanor,violent,2018-06-04,490,5568205,61.298630136986304,F,Black,2017-06-30,0,0.0,0
1942,2951,64186,5436792,misdemeanor,drug,2017-07-29,917,6203506,35.85753424657534,M,Black,2017-01-24,0,0.0,0
6458,5938,3357477,3487325,misdemeanor,other,2018-07-06,918,5289777,39.53150684931507,M,White,2017-08-28,0,0.0,0
4721,809,961819,5796914,misdemeanor,violent,2017-05-08,849,4667298,38.298630136986304,M,Black,2017-12-10,0,0.0,0
5530,5203,1286831,3673834,misdemeanor,other,2018-05-31,76,3673834,22.19178082191781,M,Black,2018-05-31,0,0.0,0
5517,3178,1273296,5612796,misdemeanor,property,2017-06-20,666,6762675,28.167123287671235,F,White,2016-08-10,0,0.0,0
3310,3446,184900,8094899,misdemeanor,drug,2015-08-04,554,7157228,24.46849315068493,M,Black,2016-05-06,0,0.0,0
468,5786,15340,10702896,misdemeanor,other,2013-03-16,237,5697246,39.5972602739726,M,White,2017-05-31,0,0.0,0
1668,973,56410,4690957,misdemeanor,property,2017-12-05,741,4937826,33.4027397260274,M,Black,2017-10-27,0,0.0,0
5853,5053,1518060,3155870,misdemeanor,drug,2018-08-20,5,3476358,22.797260273972604,M,Black,2018-07-07,0,0.0,1
5798,1451,1488855,11325980,misdemeanor,drug,2012-08-03,245,4207288,31.80821917808219,F,mixed,2018-03-09,0,0.0,0
3893,326,349867,2119192,misdemeanor,property,2019-03-06,676,6357251,23.82191780821918,F,White,2016-12-09,0,0.0,0
5462,1682,1214199,8096059,felony,violent,2015-08-03,316,5133966,35.97260273972603,M,Black,2017-09-22,0,0.0,0
5967,2515,1628013,6446041,misdemeanor,violent,2016-11-11,623,6446041,25.389041095890413,F,Black,2016-11-11,0,0.0,0
2376,6236,75450,5334207,felony,other,2017-08-18,81,7462166,53.10410958904109,M,White,2016-02-16,0,0.0,0
6412,5665,3198323,6743620,misdemeanor,other,2016-08-15,808,6743620,19.964383561643835,M,White,2016-08-15,0,0.0,0
5415,1839,1137620,565603,misdemeanor,property,2019-12-05,845,3130830,33.10958904109589,M,Black,2018-08-24,0,0.0,0
1660,4380,56320,11358774,misdemeanor,other,2012-07-24,762,4840593,35.95890410958904,M,Black,2017-11-11,0,0.0,0
3225,263,126282,11057507,misdemeanor,violent,2012-11-06,3,3573863,36.465753424657535,M,Black,2018-06-20,0,0.0,0
1220,2261,41991,8391303,felony,property,2015-04-29,563,6778366,24.93972602739726,M,White,2016-08-05,0,0.0,4
3281,1983,172713,6594587,felony,violent,2016-09-26,323,4874761,24.2054794520548,M,Black,2017-11-04,1,0.0,1
4766,1611,988101,6185866,misdemeanor,property,2017-01-28,57,6185866,33.271232876712325,M,Black,2017-01-28,0,0.0,0
3676,652,320631,6246163,misdemeanor,property,2017-01-11,996,6305418,31.63013698630137,M,Black,2016-12-23,0,0.0,0
6140,2762,2293944,8144139,misdemeanor,property,2015-07-19,555,5847419,38.96712328767124,M,Other,2017-04-25,0,0.0,0
4308,3743,742996,4599087,misdemeanor,property,2017-12-24,857,4599087,46.87945205479452,F,,2017-12-24,0,0.0,0
5783,4481,1463249,6576617,misdemeanor,other,2016-10-02,136,6576617,18.054794520547944,F,Black,2016-10-02,0,0.0,0
