,Unnamed: 0_x,person_id,arrest_id_x,charge_degree,offense_category,arrest_date_event,Unnamed: 0_y,arrest_id_y,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year
6156,2802,2293944,5847419,misdemeanor,property,2017-04-25,555,5847419,38.96712328767124,M,Other,2017-04-25,0,0.0,0
3394,5688,222575,9130032,misdemeanor,drug,2014-08-25,195,6681053,22.824657534246576,M,Black,2016-09-01,0,0.0,0
5443,5167,1162141,10072277,misdemeanor,other,2013-10-22,208,6068520,24.991780821917807,M,Black,2017-02-27,0,0.0,0
3718,599,324828,2460174,misdemeanor,violent,2019-01-01,789,3377463,34.227397260273975,M,Black,2018-07-24,0,0.0,0
1317,2362,46047,5762283,misdemeanor,property,2017-05-17,334,7023735,31.136986301369863,M,White,2016-05-23,0,0.0,0
1562,4707,51576,8551569,misdemeanor,other,2015-03-11,159,3138306,52.04657534246575,M,Black,2018-08-23,0,0.0,1
4002,873,451627,10948200,misdemeanor,property,2012-12-13,293,6724161,44.64109589041096,M,Black,2016-08-21,0,0.0,1
3653,344,320209,5140311,misdemeanor,property,2017-09-21,986,4507353,35.61369863013699,M,White,2018-01-15,0,0.0,0
2009,3559,66046,11182725,misdemeanor,property,2012-09-21,909,5057571,24.473972602739725,M,Black,2017-10-06,0,0.0,0
2415,5584,76733,5983254,misdemeanor,drug,2017-03-22,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0
3312,3831,184900,8898229,misdemeanor,drug,2014-11-12,554,7157228,24.46849315068493,M,Black,2016-05-06,0,0.0,0
3251,5982,134133,8935342,misdemeanor,other,2014-10-29,126,4513745,51.136986301369866,M,Black,2018-01-14,0,0.0,0
5988,2328,1675740,3301450,misdemeanor,other,2020-06-19,609,6147642,34.961643835616435,M,White,2017-02-07,0,0.0,0
4060,4003,522552,830832,felony,other,2019-10-12,636,6457126,32.62191780821918,F,White,2016-11-08,0,1.0,0
3268,6022,146410,5763206,misdemeanor,other,2017-05-17,518,5763206,53.31506849315068,M,Black,2017-05-17,0,0.0,1
5521,2019,1275378,2532499,felony,violent,2018-12-15,643,2532499,24.235616438356164,M,Black,2018-12-15,0,1.0,0
2996,3557,92636,401567,misdemeanor,property,2020-01-13,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0
6514,3842,3664742,9599248,felony,drug,2014-03-27,648,7478500,21.77260273972603,M,Black,2016-02-10,0,0.0,0
3474,510,243409,13647939,misdemeanor,property,2012-02-14,639,5142809,30.34794520547945,M,Black,2017-09-21,0,0.0,0
5518,5230,1273296,4501073,misdemeanor,property,2018-01-16,666,6762675,28.167123287671235,F,White,2016-08-10,0,0.0,0
4055,4599,511237,6701374,misdemeanor,other,2016-08-27,836,6701374,24.175342465753424,F,Black,2016-08-27,0,0.0,0
5701,3380,1348192,5668710,misdemeanor,other,2017-06-08,966,5474682,19.54520547945205,M,Black,2017-07-21,0,0.0,0
4372,3228,847994,9099585,misdemeanor,drug,2014-09-04,156,7311479,25.2986301369863,M,Black,2016-03-25,0,0.0,0
3921,2233,351751,3229568,misdemeanor,drug,2018-08-03,171,6215292,23.90410958904109,F,White,2017-01-20,0,0.0,0
2059,4424,67140,1037837,felony,drug,2019-09-04,204,5670555,29.33150684931507,M,Black,2017-06-07,0,0.0,2
2708,1271,83127,3991676,felony,violent,2018-04-05,890,6186016,21.172602739726027,M,Black,2017-01-28,0,0.0,0
4041,1681,482239,7656134,misdemeanor,drug,2015-12-14,198,7220104,46.33698630136986,M,White,2016-04-18,0,0.0,3
1176,4090,36799,2816767,misdemeanor,property,2018-10-23,973,2816767,33.8986301369863,M,Black,2018-10-23,0,0.0,0
408,113,14780,11956862,misdemeanor,drug,2016-10-31,175,11966928,22.197260273972603,M,White,2016-04-12,0,0.0,1
1409,629,48211,8759388,felony,violent,2015-01-02,843,3250281,34.2,M,White,2018-07-30,0,0.0,0
3671,427,320631,6963770,misdemeanor,property,2016-06-10,996,6305418,31.63013698630137,M,Black,2016-12-23,0,0.0,0
3871,323,344444,2039030,misdemeanor,property,2019-03-18,270,4865164,27.265753424657536,M,Black,2017-11-06,0,0.0,1
807,6396,26596,8299955,misdemeanor,other,2015-06-01,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
1959,4738,65316,10312158,felony,drug,2013-07-30,429,6863214,36.42739726027397,M,Black,2016-07-08,0,0.0,1
3357,1287,210420,829267,misdemeanor,violent,2019-10-13,173,6496625,21.895890410958906,F,Black,2016-10-26,0,0.0,0
1443,793,49472,7147586,felony,drug,2016-05-09,119,7563566,32.298630136986304,M,Black,2016-01-14,0,0.0,0
2861,3124,89034,5573668,misdemeanor,violent,2017-06-30,590,5573668,32.09041095890411,M,White,2017-06-30,0,0.0,0
6254,3131,2597745,2700059,misdemeanor,violent,2018-11-14,657,2700058,56.92602739726028,M,White,2018-11-14,0,0.0,0
1639,2281,55857,7976089,misdemeanor,property,2020-11-02,434,6102845,27.07945205479452,F,White,2017-02-17,0,0.0,0
122,1813,4981,7245182,misdemeanor,violent,2016-04-12,925,6982985,37.38082191780822,M,White,2016-06-05,0,0.0,1
3028,2497,92826,10926509,misdemeanor,property,2012-12-21,746,6037598,40.84657534246576,M,Black,2017-03-07,0,0.0,0
2682,900,82604,9729039,misdemeanor,drug,2014-02-08,129,2576292,34.865753424657534,M,Black,2018-12-07,0,0.0,2
2363,5532,75450,710511,misdemeanor,property,2019-11-07,81,7462166,53.10410958904109,M,White,2016-02-16,0,0.0,0
5267,3098,1114013,6043768,felony,drug,2017-03-06,407,4457859,48.7945205479452,F,Black,2018-01-24,1,0.0,1
132,1142,5400,8057770,misdemeanor,violent,2015-08-14,642,4292218,27.21917808219178,M,Black,2018-02-22,0,0.0,0
4381,5875,847994,9099584,misdemeanor,drug,2014-09-04,156,7311479,25.2986301369863,M,Black,2016-03-25,0,0.0,0
2560,3200,79687,1822876,misdemeanor,property,2019-04-26,769,7247779,30.32328767123288,M,Other,2016-04-12,0,0.0,2
3930,554,358458,8247591,misdemeanor,other,2015-06-16,160,6746136,28.85753424657534,M,mixed,2016-08-13,0,0.0,0
2637,5153,81823,465227,misdemeanor,property,2019-12-28,809,3806430,34.8986301369863,M,,2018-05-07,0,0.0,0
4889,1585,1009164,7293010,misdemeanor,other,2016-03-30,804,7293010,26.153424657534245,M,Black,2016-03-30,0,0.0,0
2837,5224,85806,4761756,misdemeanor,other,2017-11-24,14,6816869,30.0986301369863,M,White,2016-07-23,0,0.0,0
4672,1599,951591,5053353,misdemeanor,violent,2017-10-06,30,5053353,26.58356164383561,M,Black,2017-10-06,0,0.0,0
5570,2847,1300240,7064454,misdemeanor,drug,2016-05-12,879,7200598,26.747945205479454,M,Black,2016-04-23,0,0.0,0
553,78,20010,7784492,misdemeanor,violent,2015-11-05,600,2594291,41.0958904109589,M,White,2018-12-04,0,0.0,0
1747,1178,57265,6931440,misdemeanor,violent,2016-06-20,116,5435848,31.40821917808219,M,Black,2017-07-29,0,0.0,0
978,2482,28614,3019690,misdemeanor,other,2018-09-14,983,6045036,25.895890410958906,M,Black,2017-03-05,0,0.0,0
2893,3711,91690,6542560,misdemeanor,property,2016-10-13,952,5883395,25.66575342465753,M,Black,2017-04-17,0,0.0,0
6168,830,2406706,4120374,misdemeanor,violent,2018-03-26,431,4500531,25.15890410958904,F,Black,2018-01-16,0,0.0,0
3023,6035,92636,4764155,misdemeanor,other,2017-11-23,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0
3208,3010,115968,6916936,misdemeanor,violent,2016-06-25,768,7003779,30.983561643835618,M,Black,2016-05-30,0,0.0,0
4269,6444,720250,4873710,misdemeanor,other,2017-11-04,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1
2667,789,82486,6828479,felony,violent,2016-07-19,186,5256465,25.63013698630137,M,Black,2017-09-01,1,0.0,3
771,5987,26258,9460214,misdemeanor,drug,2014-05-14,412,4367944,22.02739726027397,M,Black,2018-02-08,0,0.0,1
3934,1490,358458,6746136,misdemeanor,drug,2016-08-13,160,6746136,28.85753424657534,M,mixed,2016-08-13,0,0.0,0
4659,893,942762,10875434,misdemeanor,drug,2013-01-12,867,2978046,38.273972602739725,M,Black,2018-09-22,0,0.0,0
4307,6185,742629,2144317,felony,violent,2019-03-02,79,3828636,22.02465753424657,M,Black,2018-05-03,1,0.0,1
5074,69,1064456,418118,misdemeanor,other,2020-01-08,908,2953487,26.27123287671233,M,Black,2018-09-26,0,0.0,0
4059,3983,522552,6457126,misdemeanor,violent,2016-11-08,636,6457126,32.62191780821918,F,White,2016-11-08,0,0.0,0
63,1712,2870,5231180,misdemeanor,drug,2017-09-07,290,3819130,38.43835616438356,M,White,2018-05-04,0,0.0,0
114,750,4981,9369771,misdemeanor,other,2014-06-05,925,6982985,37.38082191780822,M,White,2016-06-05,0,0.0,1
5404,4969,1134876,6656782,misdemeanor,other,2016-09-08,474,7162955,42.97808219178082,M,Black,2016-05-04,0,0.0,1
1635,2270,55857,3868802,misdemeanor,violent,2018-04-25,434,6102845,27.07945205479452,F,White,2017-02-17,0,0.0,0
4872,1814,1009066,7267414,misdemeanor,violent,2016-04-06,67,5067540,20.96712328767123,M,Black,2017-10-04,0,0.0,0
3802,534,339988,9428760,misdemeanor,property,2014-05-24,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0
3925,319,355986,3924651,misdemeanor,violent,2018-04-16,720,3924651,33.83561643835616,F,White,2018-04-16,0,0.0,0
137,1892,5400,10389988,felony,violent,2020-12-22,642,4292218,27.21917808219178,M,Black,2018-02-22,1,1.0,0
3333,3464,206779,6305282,misdemeanor,property,2016-12-24,578,6680947,24.076712328767123,M,Black,2016-09-01,0,0.0,0
6002,5336,1710539,5374331,misdemeanor,other,2017-08-10,993,5374331,57.17260273972602,M,White,2017-08-10,0,0.0,0
521,1416,17881,6137433,misdemeanor,drug,2017-02-09,753,4771776,31.526027397260275,M,Black,2017-11-21,0,0.0,2
6105,658,2119515,5919570,felony,property,2017-04-06,577,5927377,22.58904109589041,M,Black,2017-04-04,0,0.0,0
5674,2191,1309509,10166080,felony,property,2013-09-17,754,2495644,31.46849315068493,M,White,2018-12-24,0,0.0,0
3835,4669,339988,10762100,misdemeanor,other,2013-02-23,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0
758,4368,26152,299797,felony,violent,2020-02-01,671,4957370,27.528767123287672,M,Black,2017-10-24,0,1.0,1
787,4244,26596,7542595,misdemeanor,property,2016-01-20,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
727,2502,25670,10003416,misdemeanor,property,2013-11-15,690,3949162,35.26301369863014,F,Black,2018-04-12,0,0.0,0
1044,5380,31518,6018785,felony,other,2017-03-11,784,6313374,22.353424657534248,M,White,2016-12-21,1,1.0,3
2051,1667,67140,9967446,felony,property,2013-11-25,204,5670555,29.33150684931507,M,Black,2017-06-07,0,0.0,2
2092,331,69058,11238732,felony,violent,2012-09-03,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0
2421,5631,76733,3271900,misdemeanor,other,2020-06-10,48,4573842,27.47945205479452,F,White,2017-12-30,0,0.0,0
3875,544,344444,8072732,misdemeanor,property,2015-08-10,270,4865164,27.265753424657536,M,Black,2017-11-06,0,0.0,1
808,6397,26596,7713543,misdemeanor,other,2015-11-29,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0
4884,1466,1009164,8920420,misdemeanor,property,2014-11-04,804,7293010,26.153424657534245,M,Black,2016-03-30,0,0.0,0
5935,5790,1609935,9897546,misdemeanor,other,2013-12-16,406,7395386,41.40547945205479,,,2016-03-02,0,0.0,0
1632,2267,55857,9422546,misdemeanor,violent,2014-05-27,434,6102845,27.07945205479452,F,White,2017-02-17,0,0.0,0
3625,3830,316053,9667599,felony,violent,2014-03-05,353,5560634,41.33698630136986,F,White,2017-07-03,1,0.0,0
4234,3925,712318,6183928,felony,drug,2017-01-30,901,6183928,37.106849315068494,M,Black,2017-01-30,1,1.0,1
929,3639,27586,1025422,misdemeanor,property,2019-09-06,145,6049427,22.48767123287672,M,mixed,2017-03-03,0,0.0,0
1387,675,47754,2868225,misdemeanor,property,2018-10-12,133,4777775,36.44931506849315,F,White,2017-11-20,0,0.0,0
3724,5330,324828,11236545,misdemeanor,other,2012-09-04,789,3377463,34.227397260273975,M,Black,2018-07-24,0,0.0,0
3150,4219,101916,7716418,misdemeanor,property,2015-11-27,504,7278705,25.991780821917807,M,Black,2016-04-03,0,0.0,0
2676,689,82604,8479149,misdemeanor,violent,2015-04-02,129,2576292,34.865753424657534,M,Black,2018-12-07,0,0.0,2
5201,5960,1072559,5629753,misdemeanor,other,2017-06-17,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
125,5180,4981,6979573,misdemeanor,other,2016-06-06,925,6982985,37.38082191780822,M,White,2016-06-05,0,0.0,1
4899,5189,1009164,4802692,misdemeanor,other,2017-11-17,804,7293010,26.153424657534245,M,Black,2016-03-30,0,0.0,0
4984,3366,1055158,7763889,misdemeanor,violent,2015-11-13,222,7157820,36.14520547945205,M,White,2016-05-06,0,0.0,0
5914,5728,1602754,7539079,misdemeanor,other,2016-01-21,866,7539079,32.87123287671233,F,Black,2016-01-21,0,0.0,0
3582,6167,277226,3614607,misdemeanor,other,2018-06-12,622,3614608,41.95890410958904,M,mixed,2018-06-12,0,0.0,0
3837,4672,339988,10510168,misdemeanor,other,2013-05-22,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0
2538,4520,79024,12007080,felony,property,2018-09-26,52,6759183,37.75616438356165,M,Black,2016-08-10,1,0.0,0
1298,28,45181,3488308,misdemeanor,other,2018-07-05,207,3488332,19.26849315068493,M,Black,2018-07-05,0,0.0,2
1564,5025,51576,9720195,misdemeanor,other,2014-02-11,159,3138306,52.04657534246575,M,Black,2018-08-23,0,0.0,1
5332,1942,1127005,11073385,misdemeanor,property,2012-10-31,234,3052452,52.342465753424655,M,White,2018-09-08,0,0.0,0
1633,2268,55857,9465226,misdemeanor,property,2014-05-12,434,6102845,27.07945205479452,F,White,2017-02-17,0,0.0,0
2191,2045,70259,2324093,misdemeanor,property,2019-01-28,565,2747588,23.843835616438355,M,mixed,2018-11-03,0,0.0,0
5974,5720,1644761,6725214,misdemeanor,property,2016-08-20,978,6725214,18.775342465753425,M,White,2016-08-20,0,0.0,0
2252,2143,72764,6031741,felony,property,2017-03-08,885,6163577,22.72054794520548,F,Black,2017-02-03,1,0.0,3
4990,2965,1058203,10470293,misdemeanor,drug,2013-06-05,373,7234140,27.33150684931507,M,Black,2016-04-15,0,0.0,0
5093,253,1065197,12006673,misdemeanor,violent,2018-12-19,190,5821772,18.03835616438356,M,White,2017-05-01,0,0.0,0
2290,5548,74595,9177992,misdemeanor,other,2014-08-07,148,2568623,38.24109589041096,M,Black,2018-12-10,0,0.0,0
625,2403,23004,3832000,misdemeanor,property,2018-05-02,103,5232450,55.75890410958904,M,White,2017-09-07,0,0.0,0
3242,4571,126282,4406759,misdemeanor,drug,2018-02-01,3,3573863,36.465753424657535,M,Black,2018-06-20,0,0.0,0
4704,745,961194,9500124,misdemeanor,property,2014-04-29,945,3394043,55.55068493150685,M,Black,2018-07-20,0,0.0,0
2525,206,79024,6831590,misdemeanor,violent,2016-07-18,52,6759183,37.75616438356165,M,Black,2016-08-10,0,0.0,0
1551,685,51576,10662107,misdemeanor,violent,2013-03-29,159,3138306,52.04657534246575,M,Black,2018-08-23,0,0.0,1
4496,1221,910069,5059604,misdemeanor,violent,2017-10-05,408,5059604,27.77260273972603,F,mixed,2017-10-05,0,0.0,1
2888,3586,91690,7614533,misdemeanor,property,2015-12-29,952,5883395,25.66575342465753,M,Black,2017-04-17,0,0.0,0
2314,5529,74677,6076341,misdemeanor,drug,2017-02-24,294,6355703,28.54520547945205,M,White,2016-12-09,0,0.0,0
1205,1625,40226,1250409,misdemeanor,property,2019-07-23,206,3212729,31.235616438356164,M,Black,2018-08-07,0,0.0,0
1011,2578,29538,5793297,misdemeanor,violent,2017-05-09,756,4502396,35.553424657534244,M,Black,2018-01-16,0,0.0,1
2712,2102,83127,5773088,felony,drug,2017-05-15,890,6186016,21.172602739726027,M,Black,2017-01-28,1,0.0,0
48,2007,2743,4955931,felony,violent,2017-10-24,170,5728038,19.27123287671233,M,Black,2017-05-26,0,0.0,1
2186,4677,69831,4220795,misdemeanor,other,2018-03-07,31,6029745,28.375342465753423,F,White,2017-03-08,0,0.0,1
3982,7,411055,2002693,felony,violent,2019-03-25,532,3520892,31.063013698630137,M,Indian,2018-06-28,0,1.0,0
3349,3776,207810,3232234,misdemeanor,property,2018-08-03,511,3739546,27.51780821917808,M,Black,2018-05-20,0,0.0,0
6199,5891,2508428,1065649,misdemeanor,other,2019-08-29,68,5769400,35.37808219178082,M,White,2017-05-16,0,0.0,0
1937,2917,64186,6203506,misdemeanor,drug,2017-01-24,917,6203506,35.85753424657534,M,Black,2017-01-24,0,0.0,0
2600,1111,81249,10543366,misdemeanor,drug,2013-05-10,529,3377366,50.26849315068493,M,Black,2018-07-24,0,0.0,0
5854,5063,1518060,2418720,felony,property,2019-01-09,5,3476358,22.797260273972604,M,Black,2018-07-07,1,1.0,1
2821,836,85529,2684897,felony,drug,2018-11-16,734,6161824,19.575342465753423,M,Black,2017-02-04,0,0.0,2
5026,2992,1060589,4941565,misdemeanor,property,2017-10-27,199,4941565,28.134246575342463,M,Black,2017-10-27,0,0.0,2
25,6238,2003,4587068,misdemeanor,property,2017-12-27,325,3551844,53.465753424657535,M,Black,2018-06-22,0,0.0,0
3117,3904,98350,5733959,misdemeanor,drug,2017-05-25,183,4251991,53.772602739726025,M,Black,2018-03-02,0,0.0,1
453,3082,15340,3519863,felony,property,2018-06-29,237,5697246,39.5972602739726,M,White,2017-05-31,1,0.0,0
5130,3328,1072559,8827695,misdemeanor,other,2014-12-08,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0
496,5809,15353,1611618,misdemeanor,property,2019-05-17,560,3039691,34.391780821917806,F,White,2018-09-11,0,0.0,3
2182,4582,69777,5594049,misdemeanor,violent,2017-06-24,868,5594049,27.216438356164385,M,Other,2017-06-24,0,0.0,2
126,5181,4981,6982985,misdemeanor,other,2016-06-05,925,6982985,37.38082191780822,M,White,2016-06-05,0,0.0,1
4776,1169,988645,6351856,misdemeanor,other,2016-12-11,679,6990731,18.816438356164383,M,Black,2016-06-02,0,0.0,0
3469,3890,242203,6329547,felony,drug,2016-12-16,829,2472356,20.197260273972603,M,Black,2018-12-29,0,0.0,0
4811,4837,995275,6206591,misdemeanor,drug,2017-01-23,790,6390045,45.11506849315069,M,mixed,2016-11-23,0,0.0,0
3785,6153,338042,2642538,misdemeanor,property,2018-11-26,580,6074091,43.61095890410959,F,White,2017-02-24,0,0.0,0
5312,1956,1123886,9321571,misdemeanor,property,2014-06-22,667,4973926,25.756164383561643,M,Black,2017-10-22,0,0.0,0
6443,5422,3249683,7005370,misdemeanor,other,2016-05-28,729,7005361,34.47123287671233,M,White,2016-05-28,0,0.0,0
2326,2815,74726,3373600,misdemeanor,property,2018-07-25,887,3646741,26.556164383561644,M,Black,2018-06-06,0,0.0,0
614,2446,22194,1549767,misdemeanor,drug,2019-05-28,820,4884956,37.95616438356164,F,White,2017-11-02,0,0.0,0
3936,4683,358458,2254951,misdemeanor,property,2019-02-09,160,6746136,28.85753424657534,M,mixed,2016-08-13,0,0.0,0
6390,5436,3166359,1346256,misdemeanor,property,2019-07-05,180,2903760,33.0986301369863,M,mixed,2018-10-06,0,0.0,0
3202,6459,115414,3396995,misdemeanor,other,2018-07-20,557,2907915,26.78356164383561,M,,2018-10-05,0,0.0,0
3801,529,339988,10857800,misdemeanor,property,2013-01-19,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0
3892,287,349867,7591093,misdemeanor,property,2016-01-06,676,6357251,23.82191780821918,F,White,2016-12-09,0,0.0,0
2825,4925,85529,1195622,misdemeanor,drug,2019-08-03,734,6161824,19.575342465753423,M,Black,2017-02-04,0,0.0,2
4272,6475,720250,3816256,misdemeanor,other,2018-05-05,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1
2609,4402,81290,4438316,misdemeanor,other,2018-01-26,575,4524599,20.134246575342463,M,Black,2018-01-11,0,0.0,0
752,4312,26152,8331634,misdemeanor,drug,2015-05-20,671,4957370,27.528767123287672,M,Black,2017-10-24,0,0.0,1
5887,4968,1567151,7553478,misdemeanor,other,2016-01-15,545,7553479,36.89041095890411,M,,2016-01-15,0,0.0,0
1239,5257,42402,6701778,misdemeanor,other,2016-08-27,476,6701778,32.106849315068494,M,White,2016-08-27,0,0.0,0
5350,5137,1127005,8175632,misdemeanor,other,2015-07-09,234,3052452,52.342465753424655,M,White,2018-09-08,0,0.0,0
1077,6098,32790,10354723,misdemeanor,drug,2013-07-16,182,6744042,24.991780821917807,M,Black,2016-08-15,0,0.0,0
3602,3731,306222,5252269,misdemeanor,property,2017-09-04,409,6809493,24.671232876712327,M,Black,2016-07-26,0,0.0,2
2258,4546,72764,6038915,misdemeanor,property,2017-03-06,885,6163577,22.72054794520548,F,Black,2017-02-03,0,0.0,3
1536,1520,51504,11435111,misdemeanor,drug,2012-06-26,838,7041731,48.94794520547945,M,Black,2016-05-18,0,0.0,0
874,6357,27249,1878530,felony,property,2019-04-16,960,6478529,22.87945205479452,M,Black,2016-11-01,1,0.0,3
187,1360,8778,9671752,misdemeanor,property,2014-03-02,827,7307141,34.32876712328767,M,Black,2016-03-26,0,0.0,3
6509,6453,3593307,3702546,misdemeanor,other,2018-05-27,49,3702546,40.92876712328767,F,mixed,2018-05-27,0,0.0,0
2045,4379,66936,1893840,misdemeanor,other,2019-04-12,926,4531245,46.2958904109589,M,Black,2018-01-10,0,0.0,0
3695,351,323098,5801995,misdemeanor,property,2017-05-07,127,5801992,31.42465753424657,M,Black,2017-05-07,0,0.0,0
6149,2780,2293944,6794593,misdemeanor,property,2016-07-30,555,5847419,38.96712328767124,M,Other,2017-04-25,0,0.0,0
2250,2122,72764,6411969,misdemeanor,property,2016-11-17,885,6163577,22.72054794520548,F,Black,2017-02-03,0,0.0,3
4348,5762,844881,4941590,misdemeanor,other,2017-10-27,938,2939914,22.983561643835618,M,White,2018-09-30,0,0.0,0
3126,6089,98350,5742205,misdemeanor,other,2017-05-23,183,4251991,53.772602739726025,M,Black,2018-03-02,0,0.0,1
4511,4850,910635,10659977,misdemeanor,other,2013-03-31,841,4973877,61.01643835616439,M,Black,2017-10-22,0,0.0,0
3300,6155,175405,4338553,felony,violent,2018-02-14,210,4862015,20.88219178082192,M,Black,2017-11-07,1,1.0,4
2602,1226,81249,6079280,felony,property,2017-02-23,529,3377366,50.26849315068493,M,Black,2018-07-24,1,0.0,0
154,2288,6851,1986923,felony,violent,2019-03-28,507,4635194,26.76986301369863,M,White,2017-12-16,0,1.0,1
1558,2683,51576,3820622,misdemeanor,other,2018-05-04,159,3138306,52.04657534246575,M,Black,2018-08-23,0,0.0,1
5421,1905,1137620,7278496,misdemeanor,property,2016-04-03,845,3130830,33.10958904109589,M,Black,2018-08-24,0,0.0,0
6061,2372,1803390,8681359,misdemeanor,property,2015-01-29,242,4599708,26.704109589041096,F,White,2017-12-23,0,0.0,0
2317,2777,74723,6376258,misdemeanor,drug,2016-11-29,593,4502652,33.131506849315066,M,White,2018-01-16,0,0.0,0
1512,2991,51323,4837325,felony,property,2017-11-13,811,4837325,32.26027397260274,M,White,2017-11-13,0,0.0,0
1965,3641,65387,2369334,felony,violent,2019-01-19,392,7194627,18.813698630136987,M,Black,2016-04-26,0,0.0,0
6402,6437,3185585,6673213,misdemeanor,other,2016-09-03,579,6326198,50.45205479452055,M,Black,2016-12-17,0,0.0,0
1324,2449,46047,9100981,misdemeanor,violent,2014-09-03,334,7023735,31.136986301369863,M,White,2016-05-23,0,0.0,0
3747,533,336042,9107797,misdemeanor,property,2014-09-01,610,5170311,55.30684931506849,M,White,2017-09-15,0,0.0,0
3494,25,247459,4852731,felony,violent,2017-11-08,432,4852731,22.10684931506849,M,Black,2017-11-08,0,0.0,3
2271,1513,73153,972758,misdemeanor,property,2019-09-16,837,5471393,24.156164383561645,M,Black,2017-07-23,0,0.0,0
4817,5234,995275,2808663,misdemeanor,property,2018-10-24,790,6390045,45.11506849315069,M,mixed,2016-11-23,0,0.0,0
4075,2644,531993,8337014,misdemeanor,property,2015-05-18,802,5598101,52.59178082191781,M,White,2017-06-23,0,0.0,1
2691,4701,82604,9555985,misdemeanor,drug,2014-04-10,129,2576292,34.865753424657534,M,Black,2018-12-07,0,0.0,2
3291,5516,173830,5732442,misdemeanor,other,2017-05-25,900,5732443,28.616438356164384,M,White,2017-05-25,0,0.0,0
2101,488,69058,1584433,misdemeanor,other,2019-05-21,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0
1762,787,57529,7018381,felony,violent,2016-05-24,153,7224958,25.56438356164384,M,Black,2016-04-17,0,0.0,0
2138,6025,69058,6077553,misdemeanor,other,2017-02-24,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0
3939,1463,358578,8866580,misdemeanor,property,2014-11-21,423,2511968,38.64109589041096,M,,2018-12-19,0,0.0,2
4606,1459,922587,10031581,misdemeanor,property,2013-11-05,587,7345698,29.36164383561644,M,Black,2016-03-16,0,0.0,0
5824,1818,1509614,8046353,misdemeanor,other,2015-08-18,424,7369356,52.19178082191781,M,White,2016-03-09,0,0.0,0
4957,2368,1052139,11175352,misdemeanor,property,2012-09-24,891,6537189,48.367123287671234,M,White,2016-10-14,0,0.0,0
3662,288,320631,6447125,misdemeanor,property,2016-11-10,996,6305418,31.63013698630137,M,Black,2016-12-23,0,0.0,0
1625,4623,55112,11514807,misdemeanor,drug,2012-05-30,225,7200043,46.46849315068493,M,White,2016-04-23,0,0.0,0
4337,3773,785937,3083255,misdemeanor,violent,2018-09-04,861,3083255,30.378082191780823,M,Black,2018-09-04,0,0.0,0
966,2519,27924,6829680,misdemeanor,property,2016-07-19,302,6822812,20.48219178082192,M,White,2016-07-21,0,0.0,0
615,2447,22194,160365,misdemeanor,drug,2020-02-29,820,4884956,37.95616438356164,F,White,2017-11-02,0,0.0,0
1690,1938,56410,1724578,misdemeanor,property,2020-05-21,741,4937826,33.4027397260274,M,Black,2017-10-27,0,0.0,0
6255,3136,2597745,2700058,misdemeanor,violent,2018-11-14,657,2700058,56.92602739726028,M,White,2018-11-14,0,0.0,0
5685,3978,1335744,9289784,misdemeanor,drug,2014-07-02,833,6148186,32.846575342465755,F,Black,2017-02-07,0,0.0,0
4636,1235,932315,5831414,felony,drug,2017-04-28,870,6386392,22.084931506849315,M,Black,2016-11-26,1,0.0,3
4611,5067,923399,7713910,misdemeanor,other,2015-11-28,584,5674108,28.167123287671235,F,Black,2017-06-06,0,0.0,0
2303,5646,74595,2269633,misdemeanor,drug,2019-02-07,148,2568623,38.24109589041096,M,Black,2018-12-10,0,0.0,0
1453,1488,49727,6724459,misdemeanor,drug,2016-08-20,370,4697408,19.90684931506849,M,Black,2017-12-04,0,0.0,0
1877,2911,61596,4090597,felony,property,2018-03-29,846,4183368,38.53972602739726,F,White,2018-03-14,0,1.0,1
5693,4017,1337603,7012302,misdemeanor,drug,2016-05-26,763,7000981,24.95068493150685,F,mixed,2016-05-31,0,0.0,0
3277,3838,162419,9223160,felony,drug,2014-07-24,329,7017218,33.38082191780822,M,Black,2016-05-25,1,0.0,0
3807,553,339988,8018657,misdemeanor,property,2015-08-26,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0
59,4757,2778,7834305,misdemeanor,drug,2015-10-21,35,4871957,29.649315068493152,M,mixed,2017-11-05,0,0.0,0
